E_c,E_p
9.459,3.163
9.345,3.275
9.231,3.388
9.116,3.501
9.000,3.616
8.884,3.731
8.767,3.847
8.650,3.964
8.532,4.080
8.415,4.198
8.297,4.316
8.179,4.434
8.060,4.552
7.942,4.671
7.824,4.789
7.706,4.908
7.588,5.027
7.471,5.145
7.353,5.263
7.236,5.381
7.119,5.499
7.002,5.616
6.886,5.733
6.771,5.849
6.656,5.964
6.542,6.079
6.429,6.193
6.316,6.306
6.205,6.418
6.094,6.529
5.984,6.639
5.876,6.748
5.769,6.856
5.662,6.962
5.558,7.067
5.454,7.171
5.352,7.274
5.251,7.375
5.152,7.474
5.055,7.572
4.959,7.668
4.865,7.762
4.772,7.855
4.682,7.946
4.593,8.035
4.506,8.122
4.421,8.208
4.338,8.291
4.256,8.372
4.177,8.452
4.100,8.529
4.025,8.604
3.953,8.677
3.882,8.748
3.814,8.816
3.747,8.882
3.684,8.947
3.622,9.008
3.562,9.068
3.505,9.125
3.450,9.180
3.398,9.233
3.347,9.283
3.299,9.331
3.253,9.377
3.210,9.421
3.169,9.462
3.130,9.501
3.093,9.538
3.058,9.573
3.026,9.605
2.995,9.636
2.967,9.664
2.941,9.690
2.917,9.714
2.895,9.736
2.875,9.756
2.856,9.775
2.840,9.791
2.825,9.806
2.812,9.819
2.801,9.830
2.792,9.839
2.784,9.847
2.778,9.853
2.773,9.858
2.770,9.861
2.769,9.862
2.769,9.862
2.771,9.860
2.774,9.857
2.779,9.852
2.785,9.846
2.793,9.838
2.803,9.828
2.814,9.817
2.828,9.803
2.843,9.788
2.859,9.772
2.878,9.753
2.899,9.732
2.921,9.710
2.946,9.685
2.972,9.659
3.001,9.630
3.032,9.600
3.064,9.567
3.100,9.532
3.137,9.494
3.176,9.455
3.218,9.413
3.262,9.369
3.309,9.323
3.357,9.274
3.408,9.223
3.462,9.170
3.517,9.115
3.575,9.057
3.635,8.997
3.698,8.934
3.762,8.870
3.829,8.803
3.899,8.734
3.970,8.663
4.044,8.589
4.119,8.514
4.197,8.436
4.277,8.356
4.359,8.274
4.443,8.190
4.529,8.104
4.618,8.017
4.707,7.927
4.799,7.835
4.893,7.742
4.988,7.647
5.085,7.550
5.184,7.452
5.284,7.352
5.386,7.250
5.490,7.147
5.594,7.043
5.701,6.937
5.808,6.830
5.917,6.722
6.027,6.612
6.138,6.502
6.250,6.390
6.363,6.277
6.477,6.164
6.592,6.049
6.708,5.934
6.824,5.818
6.942,5.702
7.059,5.585
7.178,5.467
7.296,5.349
7.415,5.230
7.535,5.112
7.654,4.993
7.774,4.874
7.894,4.755
8.014,4.636
8.134,4.517
8.253,4.398
8.373,4.279
8.492,4.161
8.611,4.043
8.729,3.925
8.847,3.808
8.964,3.692
9.081,3.576
9.197,3.461
9.312,3.347
9.426,3.234
9.540,3.121
9.652,3.010
9.763,2.900
9.874,2.790
9.982,2.683
10.090,2.576
10.196,2.471
10.301,2.367
10.405,2.265
10.507,2.164
10.607,2.065
10.705,1.967
10.802,1.872
10.897,1.778
10.991,1.686
11.082,1.596
11.171,1.508
11.259,1.422
11.344,1.338
11.427,1.256
11.508,1.176
11.587,1.099
11.663,1.024
11.737,0.951
11.809,0.881
11.878,0.813
11.945,0.747
12.009,0.684
12.070,0.624
12.129,0.566
12.185,0.511
12.239,0.459
12.290,0.409
12.338,0.362
12.383,0.318
12.425,0.276
12.464,0.238
12.501,0.202
12.534,0.169
12.565,0.139
12.592,0.112
12.617,0.088
12.638,0.067
12.657,0.048
12.672,0.033
12.685,0.021
12.694,0.012
12.700,0.005
12.703,0.002
12.703,0.002
12.700,0.005
12.694,0.010
12.685,0.019
12.673,0.031
12.657,0.046
12.639,0.063
12.617,0.084
12.593,0.107
12.565,0.134
12.535,0.163
12.501,0.196
12.465,0.231
12.425,0.269
12.383,0.310
12.338,0.354
12.290,0.400
12.239,0.449
12.185,0.501
12.129,0.555
12.070,0.613
12.008,0.672
11.944,0.735
11.877,0.799
11.808,0.867
11.736,0.936
11.662,1.008
11.585,1.083
11.506,1.159
11.425,1.238
11.342,1.319
11.256,1.403
11.169,1.488
11.079,1.575
10.988,1.664
10.894,1.756
10.799,1.849
10.702,1.943
10.603,2.040
10.502,2.138
10.400,2.238
10.297,2.339
10.192,2.442
10.086,2.546
9.978,2.652
9.869,2.759
9.759,2.867
9.648,2.976
9.536,3.086
9.423,3.198
9.310,3.310
9.195,3.423
9.080,3.537
8.964,3.652
8.847,3.768
8.730,3.884
8.613,4.000
8.495,4.117
8.378,4.235
8.260,4.353
8.141,4.471
8.023,4.590
7.905,4.708
7.787,4.827
7.669,4.945
7.551,5.064
7.434,5.182
7.316,5.300
7.199,5.418
7.082,5.536
6.966,5.653
6.850,5.769
6.735,5.885
6.620,6.000
6.506,6.115
6.393,6.228
6.281,6.341
6.170,6.453
6.059,6.564
5.950,6.673
5.842,6.782
5.735,6.889
5.629,6.995
5.525,7.100
5.422,7.204
5.320,7.306
5.220,7.406
5.122,7.505
5.025,7.602
4.929,7.698
4.835,7.792
4.744,7.884
4.653,7.974
4.565,8.063
4.479,8.150
4.394,8.234
4.312,8.317
4.231,8.398
4.153,8.476
4.077,8.553
4.002,8.627
3.930,8.699
3.860,8.769
3.793,8.837
3.727,8.903
3.664,8.966
3.603,9.027
3.544,9.086
3.488,9.143
3.433,9.197
3.381,9.249
3.332,9.299
3.284,9.346
3.239,9.391
3.197,9.434
3.156,9.475
3.118,9.513
3.082,9.549
3.048,9.583
3.016,9.615
2.986,9.645
2.959,9.672
2.933,9.698
2.910,9.721
2.888,9.743
2.869,9.762
2.851,9.780
2.835,9.796
2.821,9.810
2.809,9.822
2.798,9.833
2.789,9.842
2.782,9.849
2.776,9.855
2.772,9.859
2.770,9.861
2.769,9.862
2.769,9.862
2.772,9.860
2.775,9.856
2.781,9.850
2.788,9.843
2.796,9.835
2.806,9.825
2.818,9.813
2.832,9.799
2.848,9.783
2.865,9.766
2.884,9.747
2.905,9.726
2.929,9.703
2.954,9.677
2.981,9.650
3.010,9.621
3.042,9.590
3.075,9.556
3.111,9.520
3.149,9.482
3.189,9.442
3.232,9.400
3.277,9.355
3.324,9.308
3.373,9.259
3.425,9.207
3.479,9.153
3.535,9.097
3.594,9.038
3.655,8.977
3.718,8.914
3.783,8.849
3.851,8.782
3.921,8.712
3.993,8.640
4.067,8.566
4.144,8.489
4.222,8.411
4.303,8.331
4.386,8.248
4.470,8.164
4.557,8.077
4.646,7.989
4.736,7.898
4.828,7.806
4.923,7.713
5.019,7.617
5.116,7.520
5.215,7.421
5.316,7.320
5.419,7.218
5.522,7.115
5.628,7.010
5.734,6.904
5.842,6.796
5.951,6.687
6.062,6.578
6.173,6.467
6.286,6.355
6.399,6.242
6.513,6.128
6.629,6.013
6.745,5.898
6.861,5.782
6.979,5.665
7.097,5.548
7.215,5.430
7.334,5.312
7.453,5.193
7.572,5.074
7.692,4.955
7.812,4.836
7.932,4.717
8.052,4.598
8.171,4.479
8.291,4.360
8.410,4.242
8.529,4.124
8.648,4.006
8.766,3.888
8.884,3.772
9.001,3.655
9.118,3.540
9.233,3.425
9.348,3.311
9.462,3.198
9.575,3.086
9.687,2.975
9.798,2.865
9.908,2.756
10.016,2.649
10.124,2.543
10.230,2.438
10.334,2.335
10.437,2.233
10.538,2.133
10.638,2.034
10.736,1.937
10.832,1.842
10.927,1.749
11.020,1.657
11.110,1.568
11.199,1.480
11.286,1.395
11.370,1.312
11.453,1.231
11.533,1.152
11.611,1.075
11.687,1.001
11.760,0.929
11.831,0.859
11.899,0.792
11.965,0.727
12.028,0.665
12.089,0.605
12.147,0.549
12.203,0.494
12.255,0.443
12.305,0.394
12.352,0.348
12.396,0.304
12.438,0.264
12.476,0.226
12.512,0.191
12.544,0.159
12.574,0.130
12.601,0.104
12.624,0.081
12.645,0.061
12.662,0.043
12.677,0.029
12.688,0.018
12.696,0.009
12.702,0.004
12.704,0.002
12.703,0.002
12.699,0.006
12.692,0.013
12.681,0.022
12.668,0.035
12.652,0.051
12.632,0.069
12.610,0.091
12.584,0.115
12.556,0.143
12.524,0.173
12.490,0.207
12.453,0.243
12.412,0.282
12.369,0.323
12.323,0.368
12.274,0.415
12.222,0.465
12.168,0.518
12.111,0.573
12.051,0.631
11.988,0.692
11.923,0.755
11.856,0.820
11.786,0.888
11.713,0.959
11.638,1.032
11.561,1.107
11.481,1.184
11.399,1.264
11.315,1.345
11.229,1.429
11.141,1.515
11.051,1.603
10.958,1.693
10.864,1.785
10.769,1.878
10.671,1.974
10.572,2.071
10.471,2.169
10.368,2.270
10.264,2.371
10.159,2.475
10.052,2.579
9.944,2.685
9.835,2.793
9.725,2.901
9.613,3.011
9.501,3.121
9.388,3.233
9.274,3.346
9.159,3.459
9.043,3.573
8.927,3.688
8.811,3.804
8.694,3.920
8.576,4.037
8.458,4.154
8.341,4.272
8.222,4.390
8.104,4.508
7.986,4.627
7.868,4.745
7.750,4.864
7.632,4.983
7.514,5.101
7.397,5.220
7.279,5.338
7.162,5.455
7.046,5.573
6.929,5.689
6.814,5.806
6.699,5.921
6.584,6.036
6.471,6.150
6.358,6.264
6.246,6.376
6.135,6.488
6.025,6.598
5.916,6.707
5.808,6.816
5.702,6.923
5.596,7.028
5.492,7.133
5.390,7.236
5.289,7.337
5.189,7.437
5.091,7.536
4.994,7.633
4.900,7.728
4.806,7.821
4.715,7.913
4.625,8.002
4.538,8.090
4.452,8.176
4.368,8.260
4.286,8.343
4.206,8.423
4.129,8.500
4.053,8.576
3.979,8.650
3.908,8.722
3.839,8.791
3.772,8.858
3.707,8.923
3.644,8.986
3.584,9.046
3.526,9.104
3.470,9.160
3.417,9.214
3.366,9.265
3.317,9.314
3.270,9.361
3.226,9.405
3.184,9.447
3.144,9.487
3.106,9.525
3.071,9.560
3.037,9.594
3.006,9.625
2.977,9.654
2.950,9.681
2.926,9.705
2.903,9.728
2.882,9.749
2.863,9.768
2.846,9.785
2.830,9.801
2.817,9.814
2.805,9.826
2.795,9.836
2.787,9.844
2.780,9.851
2.775,9.856
2.771,9.860
2.769,9.862
2.769,9.862
2.770,9.861
2.773,9.858
2.777,9.854
2.783,9.848
2.790,9.841
2.799,9.832
2.810,9.821
2.823,9.808
2.837,9.794
2.853,9.778
2.871,9.760
2.891,9.740
2.913,9.719
2.936,9.695
2.962,9.669
2.990,9.641
3.020,9.611
3.052,9.579
3.086,9.545
3.123,9.509
3.161,9.470
3.202,9.429
3.246,9.386
3.291,9.340
3.339,9.293
3.389,9.243
3.442,9.190
3.496,9.136
3.553,9.079
3.613,9.019
3.674,8.958
3.738,8.894
3.804,8.828
3.873,8.760
3.943,8.689
4.016,8.617
4.091,8.542
4.168,8.465
4.247,8.386
4.329,8.305
4.412,8.222
4.497,8.137
4.585,8.049
4.674,7.961
4.765,7.870
4.858,7.777
4.953,7.683
5.049,7.586
5.147,7.489
5.247,7.389
5.348,7.288
5.451,7.186
5.555,7.082
5.661,6.977
5.768,6.870
5.876,6.762
5.986,6.653
6.097,6.543
6.208,6.432
6.321,6.319
6.435,6.206
6.550,6.092
6.665,5.977
6.781,5.861
6.898,5.745
7.016,5.628
7.134,5.511
7.252,5.393
7.371,5.274
7.490,5.156
7.610,5.037
7.730,4.918
7.850,4.799
7.969,4.680
8.089,4.561
8.209,4.442
8.328,4.323
8.448,4.205
8.567,4.086
8.685,3.969
8.803,3.852
8.921,3.735
9.038,3.619
9.154,3.504
9.269,3.389
9.384,3.275
9.498,3.163
9.611,3.051
9.722,2.940
9.833,2.831
9.942,2.722
10.050,2.615
10.157,2.510
10.263,2.405
10.367,2.303
10.469,2.201
10.570,2.101
10.669,2.003
10.767,1.907
10.862,1.813
10.956,1.720
11.048,1.629
11.138,1.540
11.227,1.453
11.313,1.369
11.396,1.286
11.478,1.206
11.558,1.127
11.635,1.051
11.710,0.978
11.782,0.906
11.853,0.838
11.920,0.771
11.985,0.707
12.048,0.646
12.108,0.587
12.165,0.531
12.219,0.478
12.271,0.427
12.320,0.379
12.366,0.334
12.410,0.291
12.450,0.252
12.488,0.215
12.522,0.181
12.554,0.150
12.583,0.122
12.608,0.096
12.631,0.074
12.650,0.055
12.667,0.038
12.681,0.025
12.691,0.015
12.698,0.007
12.703,0.003
12.704,0.002
12.702,0.003
12.697,0.008
12.689,0.015
12.677,0.026
12.663,0.040
12.646,0.056
12.626,0.076
12.602,0.098
12.576,0.124
12.546,0.152
12.514,0.183
12.478,0.218
12.440,0.255
12.399,0.294
12.355,0.337
12.308,0.382
12.258,0.431
12.206,0.481
12.150,0.535
12.092,0.591
12.032,0.650
11.968,0.711
11.902,0.775
11.834,0.841
11.763,0.910
11.690,0.981
11.614,1.055
11.536,1.131
11.456,1.209
11.373,1.289
11.288,1.372
11.202,1.456
11.113,1.543
11.022,1.631
10.929,1.722
10.834,1.814
10.738,1.908
10.640,2.004
10.540,2.102
10.438,2.201
10.336,2.302
10.231,2.404
10.125,2.508
10.018,2.613
9.910,2.719
9.800,2.827
9.690,2.935
9.578,3.045
9.465,3.156
9.352,3.268
9.238,3.381
9.122,3.495
9.007,3.609
8.891,3.725
8.774,3.840
8.657,3.957
8.539,4.074
8.421,4.191
8.303,4.309
8.185,4.427
8.067,4.546
7.949,4.664
7.831,4.783
7.713,4.901
7.595,5.020
7.477,5.138
7.360,5.257
7.243,5.375
7.126,5.492
7.009,5.609
6.893,5.726
6.778,5.842
6.663,5.957
6.549,6.072
6.435,6.186
6.323,6.299
6.211,6.411
6.100,6.523
5.991,6.633
5.882,6.742
5.775,6.849
5.668,6.956
5.563,7.061
5.460,7.165
5.358,7.268
5.257,7.369
5.158,7.468
5.060,7.566
4.964,7.663
4.870,7.757
4.777,7.850
4.687,7.941
4.598,8.030
4.511,8.118
4.425,8.203
4.342,8.286
4.261,8.368
4.182,8.447
4.105,8.525
4.030,8.600
3.957,8.673
3.886,8.744
3.818,8.812
3.751,8.879
3.687,8.943
3.625,9.005
3.566,9.065
3.508,9.122
3.453,9.177
3.400,9.230
3.350,9.281
3.302,9.329
3.256,9.375
3.212,9.419
3.171,9.460
3.132,9.499
3.095,9.536
3.060,9.571
3.027,9.603
2.997,9.634
2.969,9.662
2.942,9.689
2.918,9.713
2.896,9.735
2.876,9.755
2.857,9.774
2.841,9.790
2.826,9.805
2.813,9.818
2.802,9.829
2.792,9.839
2.784,9.847
2.778,9.853
2.773,9.858
2.770,9.861
2.769,9.862
2.769,9.862
2.771,9.860
2.774,9.857
2.778,9.853
2.785,9.846
2.793,9.838
2.802,9.829
2.814,9.817
2.827,9.804
2.842,9.789
2.858,9.773
2.877,9.754
2.897,9.734
2.920,9.711
2.944,9.687
2.971,9.661
2.999,9.632
3.030,9.601
3.063,9.569
3.098,9.534
3.135,9.497
3.174,9.457
3.216,9.416
3.260,9.372
3.306,9.326
3.355,9.277
3.405,9.226
3.458,9.173
3.514,9.118
3.572,9.060
3.632,9.000
3.694,8.938
3.759,8.874
3.825,8.807
3.895,8.738
3.966,8.667
4.039,8.593
4.115,8.518
4.193,8.440
4.273,8.361
4.355,8.279
4.439,8.195
4.525,8.109
4.612,8.022
4.702,7.932
4.794,7.841
4.887,7.748
4.983,7.653
5.080,7.556
5.178,7.458
5.279,7.358
5.380,7.256
5.484,7.153
5.588,7.049
5.695,6.943
5.802,6.836
5.911,6.728
6.021,6.618
6.132,6.508
6.244,6.396
6.357,6.284
6.471,6.170
6.586,6.056
6.701,5.941
6.818,5.825
6.935,5.708
7.053,5.591
7.171,5.474
7.290,5.356
7.409,5.237
7.528,5.118
7.648,5.000
7.767,4.881
7.887,4.761
8.007,4.642
8.127,4.523
8.247,4.404
8.366,4.286
8.485,4.167
8.604,4.049
8.722,3.932
8.840,3.815
8.958,3.698
9.074,3.583
9.190,3.468
9.306,3.353
9.420,3.240
9.533,3.127
9.646,3.016
9.757,2.906
9.867,2.797
9.976,2.689
10.084,2.582
10.190,2.477
10.295,2.373
10.399,2.270
10.501,2.170
10.601,2.070
10.700,1.973
10.797,1.877
10.892,1.783
10.985,1.691
11.077,1.601
11.166,1.513
11.254,1.426
11.339,1.342
11.422,1.260
11.503,1.181
11.582,1.103
11.659,1.028
11.733,0.955
11.805,0.885
11.874,0.816
11.941,0.751
12.005,0.688
12.067,0.627
12.126,0.569
12.182,0.514
12.236,0.461
12.287,0.412
12.335,0.364
12.380,0.320
12.423,0.278
12.462,0.240
12.499,0.204
12.533,0.171
12.563,0.141
12.591,0.113
12.616,0.089
12.637,0.068
12.656,0.049
12.672,0.034
12.684,0.022
12.694,0.012
12.700,0.006
12.703,0.002
12.703,0.002
12.701,0.004
12.695,0.010
12.685,0.019
12.673,0.030
12.658,0.045
12.640,0.062
12.618,0.083
12.594,0.106
12.567,0.132
12.536,0.162
12.503,0.194
12.467,0.229
12.427,0.267
12.385,0.307
12.340,0.351
12.293,0.397
12.242,0.446
12.188,0.498
12.132,0.552
12.073,0.609
12.012,0.669
11.948,0.731
11.881,0.796
11.812,0.863
11.740,0.932
11.666,1.004
11.590,1.079
11.511,1.155
11.430,1.234
11.347,1.315
11.261,1.398
11.174,1.483
11.084,1.570
10.993,1.659
10.900,1.750
10.804,1.843
10.707,1.938
10.609,2.034
10.508,2.133
10.406,2.232
10.303,2.334
10.198,2.436
10.092,2.540
9.984,2.646
9.875,2.753
9.766,2.861
9.655,2.970
9.543,3.080
9.430,3.191
9.316,3.304
9.201,3.417
9.086,3.531
8.970,3.646
8.854,3.761
8.737,3.877
8.620,3.994
8.502,4.111
8.384,4.228
8.266,4.346
8.148,4.464
8.030,4.583
7.912,4.701
7.794,4.820
7.676,4.939
7.558,5.057
7.440,5.176
7.323,5.294
7.206,5.412
7.089,5.529
6.973,5.646
6.857,5.763
6.741,5.878
6.627,5.994
6.513,6.108
6.400,6.222
6.287,6.335
6.176,6.446
6.066,6.557
5.956,6.667
5.848,6.776
5.741,6.883
5.635,6.989
5.531,7.094
5.428,7.198
5.326,7.300
5.226,7.400
5.127,7.499
5.030,7.597
4.934,7.693
4.841,7.787
4.749,7.879
4.658,7.969
4.570,8.058
4.484,8.145
4.399,8.229
4.316,8.312
4.236,8.393
4.157,8.472
4.081,8.548
4.007,8.623
3.934,8.695
3.864,8.766
3.796,8.833
3.731,8.899
3.667,8.963
3.606,9.024
3.547,9.083
3.491,9.140
3.436,9.194
3.384,9.246
3.335,9.296
3.287,9.344
3.242,9.389
3.199,9.432
3.158,9.473
3.120,9.511
3.084,9.547
3.050,9.581
3.018,9.613
2.988,9.643
2.960,9.671
2.935,9.696
2.911,9.720
2.889,9.742
2.870,9.761
2.852,9.779
2.836,9.795
2.822,9.809
2.809,9.822
2.799,9.832
2.790,9.841
2.782,9.849
2.777,9.855
2.772,9.859
2.770,9.861
2.769,9.862
2.769,9.862
2.771,9.860
2.775,9.856
2.780,9.851
2.787,9.844
2.796,9.835
2.806,9.825
2.818,9.813
2.831,9.800
2.847,9.784
2.864,9.767
2.883,9.748
2.904,9.727
2.927,9.704
2.952,9.679
2.979,9.652
3.009,9.623
3.040,9.591
3.073,9.558
3.109,9.522
3.147,9.484
3.187,9.444
3.229,9.402
3.274,9.357
3.321,9.311
3.370,9.261
3.422,9.210
3.476,9.156
3.532,9.100
3.590,9.042
3.651,8.981
3.714,8.918
3.779,8.853
3.847,8.785
3.917,8.716
3.989,8.644
4.063,8.570
4.139,8.494
4.218,8.416
4.298,8.335
4.381,8.253
4.465,8.168
4.552,8.082
4.641,7.994
4.731,7.904
4.823,7.812
4.917,7.718
5.013,7.622
5.111,7.525
5.210,7.426
5.310,7.326
5.413,7.224
5.516,7.121
5.622,7.016
5.728,6.910
5.836,6.802
5.945,6.694
6.055,6.584
6.167,6.473
6.279,6.361
6.393,6.248
6.507,6.134
6.622,6.020
6.738,5.904
6.855,5.788
6.972,5.672
7.090,5.554
7.208,5.437
7.327,5.318
7.446,5.200
7.566,5.081
7.685,4.962
7.805,4.843
7.925,4.724
8.045,4.605
8.165,4.486
8.284,4.367
8.404,4.249
8.523,4.130
8.641,4.012
8.760,3.895
8.877,3.778
8.995,3.662
9.111,3.546
9.227,3.432
9.342,3.318
9.456,3.204
9.569,3.092
9.681,2.981
9.792,2.871
9.902,2.763
10.010,2.655
10.118,2.549
10.224,2.444
10.328,2.341
10.431,2.239
10.533,2.138
10.633,2.040
10.731,1.943
10.827,1.847
10.922,1.754
11.014,1.663
11.105,1.573
11.194,1.485
11.281,1.400
11.366,1.316
11.448,1.235
11.529,1.156
11.607,1.079
11.682,1.005
11.756,0.933
11.827,0.863
11.895,0.796
11.961,0.731
12.025,0.668
12.086,0.609
12.144,0.552
12.200,0.497
12.252,0.446
12.302,0.396
12.350,0.350
12.394,0.307
12.435,0.266
12.474,0.228
12.510,0.193
12.543,0.161
12.572,0.132
12.599,0.105
12.623,0.082
12.644,0.062
12.661,0.044
12.676,0.030
12.687,0.018
12.696,0.010
12.701,0.004
12.704,0.002
12.703,0.002
12.699,0.006
12.692,0.012
12.682,0.022
12.669,0.034
12.653,0.050
12.633,0.068
12.611,0.090
12.586,0.114
12.558,0.141
12.526,0.171
12.492,0.205
12.455,0.240
12.415,0.279
12.372,0.321
12.326,0.365
12.277,0.412
12.225,0.462
12.171,0.515
12.114,0.570
12.054,0.628
11.992,0.688
11.927,0.751
11.860,0.817
11.790,0.884
11.717,0.955
11.642,1.027
11.565,1.102
11.486,1.180
11.404,1.259
11.320,1.341
11.234,1.424
11.146,1.510
11.056,1.598
10.964,1.688
10.870,1.779
10.774,1.873
10.676,1.968
10.577,2.065
10.476,2.164
10.374,2.264
10.270,2.366
10.165,2.469
10.058,2.573
9.950,2.679
9.841,2.787
9.731,2.895
9.619,3.004
9.507,3.115
9.394,3.227
9.280,3.339
9.165,3.453
9.050,3.567
8.934,3.682
8.817,3.797
8.700,3.914
8.583,4.030
8.465,4.148
8.347,4.265
8.229,4.383
8.111,4.502
7.993,4.620
7.875,4.739
7.757,4.857
7.639,4.976
7.521,5.095
7.403,5.213
7.286,5.331
7.169,5.449
7.052,5.566
6.936,5.683
6.820,5.799
6.705,5.915
6.591,6.030
6.477,6.144
6.364,6.257
6.252,6.370
6.141,6.481
6.031,6.592
5.922,6.701
5.814,6.810
5.708,6.917
5.602,7.023
5.498,7.127
5.396,7.230
5.294,7.332
5.195,7.432
5.096,7.530
5.000,7.627
4.905,7.722
4.812,7.816
4.720,7.908
4.631,7.997
4.543,8.085
4.457,8.172
4.373,8.256
4.291,8.338
4.211,8.418
4.133,8.496
4.057,8.572
3.984,8.646
3.912,8.718
3.843,8.787
3.776,8.854
3.711,8.919
3.648,8.982
3.587,9.043
3.529,9.101
3.473,9.157
3.420,9.211
3.368,9.262
3.319,9.311
3.273,9.358
3.228,9.403
3.186,9.445
3.146,9.485
3.108,9.523
3.073,9.558
3.039,9.592
3.008,9.623
2.979,9.652
2.952,9.679
2.927,9.704
2.904,9.727
2.883,9.748
2.864,9.767
2.847,9.784
2.831,9.800
2.818,9.813
2.806,9.825
2.796,9.835
2.787,9.844
2.780,9.851
2.775,9.856
2.771,9.860
2.769,9.862
2.769,9.862
2.770,9.861
2.772,9.859
2.777,9.855
2.782,9.849
2.790,9.841
2.799,9.832
2.809,9.822
2.822,9.809
2.836,9.795
2.852,9.779
2.870,9.761
2.890,9.742
2.911,9.720
2.935,9.696
2.961,9.671
2.988,9.643
3.018,9.613
3.050,9.581
3.084,9.547
3.121,9.511
3.159,9.472
3.200,9.431
3.243,9.388
3.289,9.343
3.336,9.295
3.386,9.245
3.439,9.193
3.493,9.139
3.550,9.082
3.609,9.023
3.671,8.961
3.734,8.898
3.800,8.832
3.869,8.764
3.939,8.693
4.012,8.621
4.087,8.546
4.164,8.469
4.243,8.390
4.324,8.309
4.407,8.226
4.492,8.141
4.580,8.054
4.669,7.966
4.760,7.875
4.853,7.782
4.947,7.688
5.044,7.592
5.142,7.494
5.241,7.395
5.342,7.294
5.445,7.192
5.549,7.088
5.655,6.983
5.762,6.876
5.870,6.768
5.980,6.659
6.090,6.549
6.202,6.438
6.315,6.326
6.428,6.212
6.543,6.098
6.658,5.983
6.775,5.868
6.892,5.752
7.009,5.635
7.127,5.517
7.246,5.399
7.364,5.281
7.484,5.163
7.603,5.044
7.723,4.925
7.843,4.806
7.963,4.687
8.082,4.567
8.202,4.449
8.322,4.330
8.441,4.211
8.560,4.093
8.679,3.975
8.797,3.858
8.914,3.742
9.031,3.625
9.147,3.510
9.263,3.396
9.378,3.282
9.491,3.169
9.604,3.057
9.716,2.947
9.827,2.837
9.936,2.729
10.044,2.621
10.151,2.516
10.257,2.411
10.361,2.308
10.463,2.207
10.564,2.107
10.664,2.009
10.761,1.913
10.857,1.818
10.951,1.725
11.043,1.634
11.133,1.545
11.222,1.458
11.308,1.373
11.392,1.291
11.474,1.210
11.553,1.132
11.631,1.056
11.706,0.982
11.778,0.910
11.849,0.841
11.916,0.775
11.982,0.711
12.044,0.649
12.104,0.591
12.162,0.534
12.216,0.481
12.268,0.430
12.317,0.382
12.364,0.336
12.407,0.294
12.448,0.254
12.486,0.217
12.520,0.183
12.552,0.151
12.581,0.123
12.607,0.098
12.630,0.075
12.649,0.056
12.666,0.039
12.680,0.026
12.690,0.015
12.698,0.008
12.702,0.003
12.704,0.002
12.702,0.003
12.697,0.008
12.689,0.015
12.678,0.025
12.664,0.039
12.647,0.055
12.627,0.075
12.604,0.097
12.577,0.122
12.548,0.150
12.516,0.182
12.481,0.216
12.442,0.252
12.401,0.292
12.357,0.335
12.311,0.380
12.261,0.428
12.209,0.478
12.153,0.532
12.096,0.588
12.035,0.646
11.972,0.708
11.906,0.771
11.838,0.838
11.767,0.906
11.694,0.977
11.618,1.051
11.541,1.126
11.460,1.204
11.378,1.285
11.293,1.367
11.207,1.451
11.118,1.538
11.027,1.626
10.934,1.716
10.840,1.809
10.743,1.903
10.645,1.999
10.546,2.096
10.444,2.195
10.341,2.296
10.237,2.398
10.131,2.502
10.024,2.607
9.916,2.713
9.806,2.821
9.696,2.929
9.584,3.039
9.472,3.150
9.358,3.262
9.244,3.375
9.129,3.488
9.013,3.603
8.897,3.718
8.780,3.834
8.663,3.950
8.546,4.067
8.428,4.185
8.310,4.302
8.192,4.421
8.074,4.539
7.956,4.657
7.838,4.776
7.720,4.895
7.602,5.013
7.484,5.132
7.366,5.250
7.249,5.368
7.132,5.486
7.016,5.603
6.900,5.719
6.784,5.836
6.669,5.951
6.555,6.066
6.442,6.180
6.329,6.293
6.217,6.405
6.106,6.516
5.997,6.626
5.888,6.736
5.781,6.843
5.674,6.950
5.569,7.055
5.466,7.160
5.363,7.262
5.263,7.363
5.163,7.463
5.066,7.561
4.970,7.657
4.875,7.752
4.783,7.845
4.692,7.936
4.603,8.025
4.515,8.113
4.430,8.198
4.347,8.282
4.266,8.363
4.186,8.443
4.109,8.520
4.034,8.596
3.961,8.669
3.890,8.740
3.821,8.809
3.755,8.875
3.691,8.939
3.629,9.002
3.569,9.061
3.511,9.119
3.456,9.174
3.403,9.227
3.353,9.278
3.304,9.326
3.258,9.372
3.215,9.416
3.173,9.458
3.134,9.497
3.097,9.534
3.062,9.569
3.029,9.602
2.999,9.632
2.970,9.661
2.944,9.687
2.919,9.712
2.897,9.734
2.877,9.754
2.858,9.773
2.842,9.789
2.827,9.804
2.814,9.817
2.802,9.829
2.793,9.838
2.785,9.846
2.778,9.853
2.774,9.857
2.771,9.861
2.769,9.862
2.769,9.862
2.770,9.861
2.774,9.858
2.778,9.853
2.784,9.847
2.792,9.839
2.802,9.829
2.813,9.818
2.826,9.805
2.841,9.790
2.857,9.774
2.876,9.755
2.896,9.735
2.918,9.713
2.943,9.688
2.969,9.662
2.997,9.634
3.028,9.603
3.061,9.571
3.095,9.536
3.133,9.499
3.172,9.460
3.213,9.418
3.257,9.374
3.303,9.328
