Symplectic Euler,,
E_c,E_p,E_m
9.368,28.256,37.624
8.753,28.889,37.641
8.172,29.487,37.659
7.626,30.050,37.677
7.118,30.577,37.695
6.646,31.067,37.714
6.212,31.520,37.732
5.816,31.935,37.751
5.457,32.312,37.770
5.136,32.652,37.788
4.851,32.956,37.806
4.602,33.223,37.824
4.387,33.454,37.841
4.206,33.652,37.858
4.056,33.817,37.873
3.938,33.951,37.889
3.849,34.054,37.903
3.789,34.128,37.917
3.757,34.175,37.931
3.751,34.193,37.945
3.773,34.185,37.958
3.823,34.149,37.972
3.900,34.086,37.986
4.007,33.994,38.001
4.144,33.872,38.017
4.313,33.720,38.033
4.515,33.535,38.049
4.750,33.316,38.067
5.022,33.063,38.084
5.329,32.774,38.103
5.673,32.448,38.121
6.055,32.085,38.140
6.474,31.685,38.159
6.931,31.246,38.178
7.426,30.771,38.196
7.957,30.258,38.215
8.524,29.709,38.233
9.127,29.124,38.250
9.763,28.504,38.267
10.432,27.851,38.283
11.132,27.166,38.299
11.862,26.451,38.313
12.619,25.708,38.327
13.402,24.937,38.339
14.208,24.142,38.351
15.036,23.325,38.361
15.883,22.488,38.370
16.746,21.632,38.378
17.624,20.761,38.385
18.513,19.878,38.391
19.411,18.984,38.395
20.316,18.082,38.398
21.224,17.175,38.399
22.133,16.266,38.399
23.040,15.358,38.398
23.943,14.453,38.395
24.838,13.553,38.391
25.723,12.663,38.386
26.596,11.783,38.379
27.453,10.918,38.371
28.292,10.070,38.362
29.111,9.241,38.351
29.906,8.434,38.339
30.675,7.651,38.326
31.417,6.895,38.312
32.128,6.168,38.297
32.807,5.473,38.280
33.451,4.811,38.263
34.059,4.185,38.244
34.628,3.597,38.224
35.157,3.048,38.204
35.643,2.540,38.183
36.087,2.074,38.161
36.485,1.653,38.138
36.838,1.277,38.115
37.143,0.948,38.092
37.400,0.667,38.067
37.609,0.434,38.043
37.767,0.251,38.018
37.876,0.117,37.993
37.934,0.034,37.968
37.942,0.001,37.942
37.899,0.018,37.917
37.805,0.087,37.892
37.662,0.205,37.867
37.468,0.374,37.842
37.226,0.592,37.817
36.935,0.859,37.793
36.596,1.173,37.770
36.211,1.535,37.747
35.781,1.943,37.724
35.308,2.395,37.703
34.791,2.890,37.682
34.234,3.427,37.661
33.638,4.004,37.642
33.005,4.619,37.624
32.336,5.270,37.606
31.634,5.956,37.590
30.902,6.673,37.575
30.140,7.421,37.561
29.352,8.195,37.548
28.541,8.996,37.536
27.708,9.818,37.526
26.856,10.661,37.517
25.987,11.521,37.509
25.106,12.397,37.502
24.213,13.284,37.497
23.312,14.181,37.494
22.406,15.085,37.491
21.497,15.993,37.490
20.589,16.902,37.491
19.683,17.810,37.492
18.783,18.713,37.496
17.890,19.610,37.500
17.009,20.497,37.506
16.141,21.372,37.513
15.289,22.232,37.521
14.455,23.075,37.530
13.642,23.899,37.541
12.852,24.701,37.553
12.087,25.479,37.565
11.349,26.230,37.579
10.640,26.954,37.594
9.961,27.648,37.609
9.315,28.311,37.626
8.702,28.941,37.643
8.124,29.536,37.660
7.582,30.096,37.678
7.076,30.620,37.697
6.608,31.107,37.715
6.177,31.557,37.734
5.784,31.968,37.753
5.429,32.343,37.771
5.110,32.680,37.790
4.828,32.980,37.808
4.582,33.244,37.826
4.370,33.472,37.843
4.192,33.667,37.859
4.045,33.830,37.875
3.929,33.961,37.890
3.843,34.061,37.904
3.785,34.133,37.918
3.755,34.177,37.932
3.752,34.194,37.946
3.776,34.183,37.959
3.828,34.145,37.973
3.908,34.079,37.988
4.018,33.985,38.002
4.157,33.861,38.018
4.329,33.705,38.034
4.533,33.517,38.051
4.772,33.296,38.068
5.046,33.040,38.086
5.357,32.747,38.104
5.704,32.419,38.123
6.089,32.052,38.142
6.512,31.649,38.161
6.972,31.207,38.179
7.469,30.729,38.198
8.004,30.213,38.216
8.574,29.660,38.234
9.179,29.072,38.252
9.819,28.450,38.268
10.490,27.794,38.285
11.193,27.107,38.300
11.925,26.389,38.314
12.685,25.643,38.328
13.470,24.871,38.340
14.278,24.074,38.352
15.107,23.255,38.362
15.956,22.415,38.371
16.820,21.559,38.379
17.699,20.687,38.386
18.589,19.802,38.391
19.488,18.907,38.395
20.393,18.005,38.398
21.301,17.098,38.399
22.210,16.189,38.399
23.117,15.281,38.398
24.019,14.376,38.395
24.914,13.477,38.391
25.798,12.587,38.386
26.669,11.709,38.379
27.525,10.845,38.371
28.362,9.999,38.361
29.179,9.171,38.350
29.972,8.366,38.338
30.739,7.586,38.325
31.479,6.832,38.311
32.187,6.108,38.295
32.863,5.415,38.279
33.504,4.757,38.261
34.109,4.134,38.242
34.674,3.548,38.223
35.200,3.003,38.202
35.683,2.498,38.181
36.122,2.037,38.159
36.517,1.619,38.137
36.866,1.248,38.113
37.167,0.923,38.090
37.420,0.645,38.065
37.624,0.417,38.041
37.778,0.237,38.016
37.883,0.108,37.991
37.937,0.029,37.965
37.940,0.000,37.940
37.893,0.022,37.915
37.795,0.095,37.890
37.647,0.218,37.865
37.449,0.390,37.840
37.203,0.613,37.815
36.908,0.884,37.791
36.565,1.202,37.768
36.177,1.568,37.745
35.743,1.980,37.722
35.265,2.435,37.701
34.745,2.934,37.680
34.185,3.475,37.660
33.586,4.055,37.640
32.949,4.673,37.622
32.278,5.327,37.605
31.573,6.015,37.589
30.838,6.736,37.574
30.074,7.485,37.560
29.284,8.262,37.547
28.471,9.065,37.535
27.636,9.889,37.525
26.782,10.734,37.516
25.913,11.595,37.508
25.030,12.472,37.502
24.137,13.360,37.497
23.236,14.258,37.493
22.329,15.162,37.491
21.420,16.070,37.490
20.512,16.979,37.491
19.606,17.886,37.493
18.706,18.789,37.496
17.815,19.685,37.500
16.935,20.571,37.506
16.068,21.445,37.513
15.217,22.304,37.522
14.385,23.146,37.531
13.574,23.968,37.542
12.786,24.768,37.554
12.023,25.544,37.567
11.287,26.293,37.580
10.581,27.015,37.595
9.905,27.706,37.611
9.261,28.366,37.627
8.651,28.993,37.644
8.076,29.585,37.662
7.537,30.142,37.680
7.035,30.663,37.698
6.570,31.147,37.717
6.142,31.593,37.736
5.753,32.002,37.754
5.400,32.373,37.773
5.085,32.706,37.791
4.806,33.003,37.809
4.563,33.264,37.827
4.354,33.490,37.844
4.178,33.682,37.860
4.034,33.842,37.876
3.921,33.970,37.891
3.837,34.069,37.906
3.782,34.138,37.920
3.754,34.180,37.933
3.753,34.194,37.947
3.780,34.181,37.961
3.834,34.141,37.975
3.916,34.072,37.989
4.028,33.975,38.004
4.171,33.849,38.019
4.345,33.690,38.035
4.552,33.500,38.052
4.794,33.276,38.070
5.071,33.016,38.087
5.385,32.721,38.106
5.736,32.389,38.124
6.124,32.020,38.143
6.549,31.613,38.162
7.013,31.168,38.181
7.513,30.686,38.200
8.051,30.167,38.218
8.624,29.612,38.236
9.232,29.021,38.253
9.874,28.396,38.270
10.549,27.737,38.286
11.254,27.047,38.301
11.989,26.327,38.316
12.750,25.579,38.329
13.537,24.804,38.341
14.348,24.005,38.353
15.179,23.184,38.363
16.029,22.343,38.372
16.895,21.485,38.380
17.774,20.612,38.386
18.665,19.726,38.392
19.565,18.831,38.395
20.470,17.928,38.398
21.378,17.021,38.399
22.287,16.112,38.399
23.194,15.204,38.398
24.096,14.299,38.395
24.989,13.401,38.391
25.873,12.512,38.385
26.743,11.635,38.378
27.597,10.773,38.370
28.433,9.928,38.360
29.247,9.102,38.349
30.038,8.299,38.337
30.803,7.521,38.324
31.540,6.769,38.309
32.246,6.048,38.294
32.919,5.358,38.277
33.557,4.702,38.259
34.158,4.082,38.241
34.721,3.501,38.221
35.242,2.958,38.201
35.722,2.457,38.179
36.158,2.000,38.157
36.549,1.586,38.135
36.893,1.218,38.111
37.190,0.897,38.088
37.439,0.624,38.063
37.639,0.400,38.039
37.789,0.224,38.014
37.889,0.099,37.989
37.939,0.024,37.963
37.938,0.000,37.938
37.886,0.026,37.913
37.784,0.103,37.888
37.632,0.230,37.863
37.430,0.407,37.838
37.180,0.634,37.813
36.881,0.909,37.789
36.534,1.232,37.766
36.142,1.601,37.743
35.704,2.017,37.721
35.223,2.476,37.699
34.699,2.979,37.678
34.136,3.522,37.658
33.533,4.106,37.639
32.893,4.727,37.621
32.219,5.384,37.603
31.512,6.075,37.587
30.774,6.798,37.572
30.008,7.550,37.558
29.216,8.330,37.546
28.401,9.134,37.534
27.564,9.960,37.524
26.709,10.806,37.515
25.839,11.669,37.508
24.955,12.547,37.502
24.061,13.436,37.497
23.159,14.334,37.493
22.252,15.239,37.491
21.343,16.147,37.490
20.435,17.056,37.491
19.529,17.963,37.493
18.630,18.866,37.496
17.740,19.761,37.501
16.861,20.646,37.507
15.995,21.519,37.514
15.146,22.376,37.522
14.316,23.216,37.532
13.506,24.037,37.543
12.720,24.835,37.555
11.960,25.608,37.568
11.226,26.356,37.582
10.522,27.074,37.596
9.849,27.763,37.612
9.208,28.420,37.629
8.601,29.044,37.646
8.029,29.634,37.663
7.493,30.188,37.681
6.994,30.706,37.700
6.532,31.186,37.718
6.108,31.629,37.737
5.721,32.035,37.756
5.372,32.403,37.775
5.060,32.733,37.793
4.784,33.027,37.811
4.544,33.285,37.828
4.337,33.508,37.845
4.164,33.697,37.862
4.023,33.854,37.877
3.913,33.980,37.892
3.831,34.076,37.907
3.778,34.143,37.921
3.753,34.182,37.935
3.754,34.194,37.948
3.783,34.179,37.962
3.840,34.136,37.976
3.925,34.065,37.990
4.039,33.966,38.005
4.184,33.836,38.021
4.361,33.676,38.037
4.571,33.482,38.054
4.816,33.255,38.071
5.096,32.993,38.089
5.413,32.694,38.107
5.767,32.359,38.126
6.158,31.987,38.145
6.587,31.576,38.164
7.054,31.129,38.183
7.558,30.644,38.201
8.098,30.121,38.219
8.674,29.563,38.237
9.286,28.969,38.255
9.930,28.341,38.271
10.608,27.680,38.287
11.315,26.987,38.302
12.052,26.264,38.317
12.816,25.514,38.330
13.605,24.737,38.342
14.417,23.936,38.354
15.250,23.113,38.364
16.102,22.271,38.373
16.969,21.412,38.380
17.850,20.537,38.387
18.741,19.651,38.392
19.641,18.754,38.396
20.547,17.851,38.398
21.456,16.944,38.399
22.364,16.035,38.399
23.271,15.127,38.398
24.172,14.223,38.395
25.065,13.325,38.390
25.947,12.437,38.385
26.816,11.561,38.377
27.669,10.700,38.369
28.503,9.857,38.359
29.315,9.033,38.348
30.104,8.232,38.336
30.867,7.456,38.323
31.601,6.707,38.308
32.304,5.988,38.292
32.975,5.301,38.276
33.610,4.648,38.258
34.208,4.032,38.239
34.766,3.453,38.219
35.285,2.914,38.199
35.761,2.417,38.177
36.193,1.963,38.155
36.580,1.553,38.133
36.920,1.189,38.109
37.213,0.872,38.085
37.458,0.603,38.061
37.654,0.383,38.037
37.800,0.212,38.012
37.896,0.091,37.986
37.941,0.020,37.961
37.936,0.000,37.936
37.880,0.031,37.911
37.773,0.112,37.885
37.617,0.243,37.860
37.411,0.425,37.836
37.156,0.655,37.811
36.853,0.934,37.787
36.503,1.261,37.764
36.106,1.635,37.741
35.665,2.054,37.719
35.180,2.517,37.697
34.653,3.023,37.676
34.086,3.570,37.656
33.480,4.157,37.637
32.838,4.782,37.619
32.160,5.442,37.602
31.450,6.136,37.586
30.710,6.861,37.571
29.942,7.616,37.557
29.148,8.397,37.545
28.330,9.203,37.533
27.492,10.031,37.523
26.636,10.879,37.515
25.764,11.743,37.507
24.879,12.622,37.501
23.984,13.512,37.496
23.082,14.411,37.493
22.175,15.316,37.491
21.266,16.225,37.490
20.358,17.133,37.491
19.453,18.040,37.493
18.554,18.942,37.497
17.665,19.837,37.501
16.787,20.721,37.507
15.922,21.592,37.515
15.075,22.449,37.523
14.246,23.287,37.533
13.439,24.105,37.544
12.655,24.901,37.556
11.896,25.673,37.569
11.165,26.418,37.583
10.464,27.134,37.598
9.793,27.820,37.614
9.155,28.475,37.630
8.551,29.096,37.647
7.982,29.682,37.665
7.449,30.233,37.683
6.953,30.748,37.701
6.495,31.225,37.720
6.074,31.665,37.739
5.690,32.067,37.758
5.344,32.432,37.776
5.035,32.760,37.794
4.762,33.050,37.812
4.525,33.305,37.830
4.322,33.525,37.847
4.151,33.712,37.863
4.013,33.866,37.879
3.905,33.989,37.894
3.826,34.082,37.908
3.775,34.147,37.922
3.752,34.184,37.936
3.756,34.194,37.949
3.787,34.176,37.963
3.846,34.131,37.977
3.933,34.058,37.991
4.050,33.956,38.006
4.198,33.824,38.022
4.378,33.660,38.038
4.591,33.464,38.055
4.839,33.234,38.073
5.122,32.969,38.091
5.442,32.667,38.109
5.799,32.329,38.128
6.193,31.953,38.147
6.626,31.540,38.165
7.095,31.089,38.184
7.602,30.601,38.203
8.146,30.075,38.221
8.725,29.514,38.239
9.339,28.917,38.256
9.987,28.286,38.273
10.667,27.622,38.289
11.377,26.927,38.304
12.116,26.202,38.318
12.882,25.449,38.331
13.673,24.670,38.343
14.487,23.867,38.355
15.322,23.043,38.365
16.175,22.199,38.373
17.043,21.338,38.381
17.925,20.462,38.387
18.817,19.575,38.392
19.718,18.678,38.396
20.624,17.774,38.398
21.533,16.867,38.399
22.442,15.957,38.399
23.348,15.050,38.397
24.248,14.146,38.394
25.140,13.250,38.390
26.022,12.362,38.384
26.889,11.488,38.377
27.740,10.628,38.368
28.573,9.786,38.359
29.383,8.964,38.347
30.170,8.165,38.335
30.931,7.391,38.322
31.662,6.645,38.307
32.363,5.928,38.291
33.030,5.244,38.274
33.662,4.594,38.256
34.257,3.981,38.237
34.812,3.406,38.218
35.327,2.870,38.197
35.799,2.377,38.176
36.227,1.926,38.153
36.610,1.520,38.131
36.947,1.160,38.107
37.236,0.847,38.083
37.477,0.582,38.059
37.668,0.366,38.034
37.810,0.200,38.010
37.901,0.083,37.984
37.942,0.017,37.959
37.933,0.001,37.934
37.873,0.036,37.909
37.762,0.121,37.883
37.601,0.257,37.858
37.391,0.442,37.834
37.132,0.677,37.809
36.825,0.960,37.785
36.471,1.291,37.762
36.070,1.669,37.739
35.625,2.092,37.717
35.137,2.559,37.695
34.606,3.068,37.675
34.036,3.619,37.655
33.427,4.209,37.636
32.781,4.836,37.618
32.101,5.499,37.601
31.389,6.196,37.585
30.646,6.924,37.570
29.875,7.681,37.556
29.079,8.465,37.544
28.260,9.273,37.533
27.420,10.103,37.523
26.562,10.952,37.514
25.689,11.817,37.507
24.804,12.697,37.501
23.908,13.588,37.496
23.005,14.488,37.493
22.098,15.393,37.491
21.189,16.302,37.490
20.281,17.211,37.491
19.376,18.117,37.493
18.478,19.019,37.497
17.590,19.912,37.502
16.713,20.795,37.508
15.850,21.666,37.515
15.004,22.520,37.524
14.177,23.357,37.534
13.371,24.174,37.545
12.589,24.968,37.557
11.833,25.737,37.570
11.104,26.480,37.584
10.405,27.194,37.599
9.738,27.877,37.615
9.103,28.529,37.631
8.501,29.147,37.649
7.936,29.731,37.666
7.406,30.279,37.684
6.913,30.790,37.703
6.457,31.264,37.722
6.040,31.701,37.740
5.659,32.100,37.759
5.316,32.461,37.778
5.010,32.786,37.796
4.741,33.073,37.814
4.506,33.325,37.831
4.306,33.542,37.848
4.138,33.726,37.864
4.002,33.878,37.880
3.897,33.998,37.895
3.820,34.089,37.909
3.772,34.151,37.923
3.751,34.186,37.937
3.757,34.193,37.950
3.791,34.173,37.964
3.852,34.126,37.978
3.942,34.051,37.993
4.062,33.946,38.008
4.212,33.811,38.023
4.395,33.645,38.040
4.611,33.446,38.057
4.861,33.213,38.074
5.148,32.944,38.092
5.471,32.640,38.111
5.831,32.298,38.129
6.229,31.920,38.148
6.664,31.503,38.167
7.137,31.049,38.186
7.647,30.557,38.204
8.194,30.029,38.223
8.776,29.464,38.240
9.393,28.865,38.258
10.043,28.231,38.274
10.726,27.564,38.290
11.439,26.866,38.305
12.180,26.139,38.319
12.949,25.384,38.332
13.742,24.603,38.344
14.558,23.798,38.355
15.394,22.972,38.365
16.248,22.126,38.374
17.118,21.264,38.382
18.000,20.387,38.388
18.894,19.499,38.393
19.795,18.601,38.396
20.701,17.697,38.399
21.610,16.789,38.399
22.519,15.880,38.399
23.424,14.973,38.397
24.324,14.070,38.394
25.216,13.174,38.389
26.096,12.288,38.383
26.962,11.414,38.376
27.812,10.556,38.368
28.642,9.715,38.358
29.451,8.895,38.346
30.236,8.098,38.334
30.994,7.326,38.320
31.723,6.583,38.306
32.421,5.869,38.290
33.085,5.188,38.273
33.714,4.541,38.255
34.305,3.930,38.236
34.857,3.358,38.216
35.369,2.827,38.195
35.837,2.337,38.174
36.262,1.890,38.152
36.641,1.488,38.129
36.973,1.132,38.105
37.258,0.823,38.081
37.495,0.562,38.057
37.682,0.350,38.032
37.820,0.188,38.007
37.907,0.075,37.982
37.944,0.013,37.957
37.930,0.002,37.932
37.865,0.041,37.906
37.750,0.131,37.881
37.586,0.271,37.856
37.371,0.460,37.832
37.108,0.699,37.807
36.797,0.987,37.783
36.439,1.321,37.760
36.034,1.703,37.737
35.585,2.130,37.715
35.093,2.600,37.694
34.560,3.113,37.673
33.986,3.667,37.653
33.373,4.261,37.634
32.725,4.891,37.616
32.042,5.557,37.599
31.327,6.257,37.583
30.582,6.987,37.569
29.809,7.747,37.555
29.010,8.532,37.543
28.189,9.342,37.532
27.348,10.174,37.522
26.489,11.025,37.513
25.614,11.892,37.506
24.728,12.772,37.500
23.831,13.664,37.496
22.928,14.565,37.493
22.020,15.470,37.491
21.111,16.379,37.490
20.204,17.288,37.491
19.300,18.194,37.494
18.402,19.095,37.497
17.515,19.988,37.502
16.639,20.870,37.509
15.777,21.739,37.516
14.933,22.592,37.525
14.107,23.428,37.535
13.304,24.242,37.546
12.524,25.034,37.558
11.770,25.801,37.571
11.044,26.542,37.585
10.347,27.253,37.600
9.682,27.934,37.616
9.050,28.583,37.633
8.452,29.198,37.650
7.889,29.779,37.668
7.363,30.323,37.686
6.873,30.832,37.704
6.420,31.303,37.723
6.006,31.736,37.742
5.629,32.132,37.761
5.289,32.490,37.779
4.986,32.812,37.798
4.719,33.096,37.816
4.488,33.345,37.833
4.290,33.559,37.850
4.126,33.740,37.866
3.992,33.889,37.881
3.889,34.007,37.896
3.815,34.095,37.911
3.769,34.155,37.924
3.750,34.188,37.938
3.759,34.193,37.952
3.795,34.170,37.965
3.859,34.121,37.979
3.951,34.043,37.994
4.073,33.936,38.009
4.226,33.798,38.025
4.412,33.629,38.041
4.630,33.428,38.058
4.884,33.191,38.076
5.174,32.920,38.094
5.500,32.612,38.112
5.863,32.268,38.131
6.264,31.886,38.150
6.703,31.466,38.169
7.179,31.009,38.187
7.692,30.514,38.206
8.242,29.982,38.224
8.827,29.415,38.242
9.447,28.812,38.259
10.100,28.175,38.276
10.785,27.506,38.291
11.501,26.806,38.306
12.244,26.076,38.320
13.015,25.318,38.333
13.810,24.535,38.345
14.628,23.729,38.356
15.466,22.901,38.366
16.321,22.054,38.375
17.192,21.190,38.382
18.076,20.312,38.388
18.970,19.423,38.393
19.872,18.525,38.397
20.778,17.620,38.399
21.687,16.712,38.400
22.596,15.803,38.399
23.501,14.896,38.397
24.400,13.993,38.394
25.291,13.098,38.389
26.170,12.213,38.383
27.035,11.341,38.376
27.883,10.484,38.367
28.712,9.645,38.357
29.519,8.827,38.345
30.301,8.032,38.333
31.057,7.262,38.319
31.784,6.521,38.304
32.479,5.810,38.288
33.140,5.131,38.271
33.766,4.488,38.253
34.354,3.880,38.234
34.903,3.312,38.214
35.410,2.783,38.193
35.875,2.297,38.172
36.296,1.854,38.150
36.671,1.456,38.127
37.000,1.104,38.103
37.280,0.799,38.079
37.513,0.542,38.055
37.696,0.334,38.030
37.829,0.176,38.005
37.912,0.068,37.980
37.944,0.010,37.955
37.926,0.003,37.930
37.857,0.047,37.904
37.738,0.141,37.879
37.569,0.285,37.854
37.351,0.479,37.830
37.083,0.722,37.805
36.768,1.013,37.781
36.406,1.352,37.758
35.998,1.737,37.735
35.545,2.168,37.713
35.050,2.642,37.692
34.512,3.159,37.671
33.935,3.716,37.651
33.320,4.313,37.633
32.668,4.947,37.615
31.982,5.616,37.598
31.265,6.318,37.582
30.517,7.051,37.568
29.742,7.812,37.554
28.942,8.600,37.542
28.119,9.412,37.531
27.276,10.246,37.521
26.415,11.098,37.513
25.540,11.966,37.506
24.652,12.848,37.500
23.755,13.740,37.495
22.851,14.641,37.492
21.943,15.547,37.491
21.034,16.456,37.490
20.127,17.365,37.491
19.223,18.271,37.494
18.327,19.171,37.498
17.440,20.063,37.503
16.565,20.944,37.509
15.705,21.812,37.517
14.862,22.664,37.526
14.038,23.498,37.536
13.236,24.310,37.547
12.459,25.100,37.559
11.707,25.865,37.572
10.984,26.603,37.587
10.290,27.312,37.602
9.627,27.990,37.618
8.998,28.636,37.634
8.403,29.249,37.652
7.843,29.826,37.669
7.319,30.368,37.688
6.833,30.873,37.706
6.384,31.341,37.725
5.972,31.771,37.744
5.598,32.164,37.762
5.262,32.519,37.781
4.962,32.837,37.799
4.698,33.119,37.817
4.470,33.365,37.834
4.275,33.576,37.851
4.113,33.754,37.867
3.982,33.900,37.883
3.882,34.016,37.897
3.810,34.102,37.912
3.766,34.159,37.926
3.750,34.189,37.939
3.761,34.192,37.953
3.799,34.167,37.967
3.865,34.115,37.981
3.960,34.035,37.995
4.085,33.925,38.010
4.241,33.785,38.026
4.429,33.614,38.042
4.651,33.409,38.060
4.907,33.170,38.077
5.200,32.895,38.095
5.529,32.584,38.114
5.896,32.237,38.133
6.300,31.851,38.151
6.742,31.429,38.170
7.221,30.968,38.189
7.737,30.470,38.207
8.290,29.936,38.226
8.878,29.365,38.243
9.501,28.759,38.260
10.157,28.120,38.277
10.845,27.448,38.293
11.563,26.745,38.307
12.309,26.012,38.321
13.082,25.253,38.334
13.879,24.468,38.346
14.698,23.659,38.357
15.538,22.829,38.367
16.395,21.981,38.375
17.267,21.116,38.383
18.152,20.237,38.389
19.046,19.347,38.393
19.949,18.448,38.397
20.856,17.543,38.399
21.765,16.635,38.400
22.673,15.726,38.399
23.578,14.819,38.397
24.476,13.917,38.393
25.366,13.022,38.388
26.244,12.138,38.382
27.108,11.267,38.375
27.954,10.412,38.366
28.782,9.574,38.356
29.586,8.758,38.344
30.367,7.965,38.332
31.120,7.198,38.318
31.844,6.459,38.303
32.536,5.751,38.287
33.194,5.075,38.270
33.817,4.435,38.252
34.402,3.831,38.233
34.947,3.265,38.213
35.451,2.740,38.192
35.912,2.258,38.170
36.329,1.818,38.148
36.701,1.424,38.125
37.025,1.076,38.101
37.302,0.775,38.077
37.530,0.523,38.053
37.709,0.319,38.028
37.838,0.165,38.003
37.917,0.061,37.978
37.945,0.008,37.953
37.922,0.005,37.927
37.849,0.053,37.902
37.726,0.151,37.877
37.553,0.299,37.852
37.330,0.498,37.827
37.058,0.745,37.803
36.739,1.040,37.779
36.373,1.383,37.756
35.961,1.772,37.733
35.505,2.206,37.711
35.006,2.684,37.690
34.465,3.205,37.669
33.884,3.766,37.650
33.266,4.365,37.631
32.611,5.002,37.613
31.923,5.674,37.597
31.202,6.379,37.581
30.452,7.114,37.566
29.675,7.878,37.553
28.872,8.668,37.541
28.048,9.482,37.530
27.203,10.317,37.520
26.341,11.171,37.512
25.465,12.040,37.505
24.576,12.923,37.499
23.678,13.817,37.495
22.774,14.718,37.492
21.866,15.625,37.491
20.957,16.533,37.490
20.050,17.442,37.492
19.147,18.347,37.494
18.251,19.247,37.498
17.365,20.138,37.503
16.491,21.019,37.510
15.632,21.885,37.518
14.791,22.736,37.526
13.969,23.567,37.537
13.169,24.378,37.548
12.394,25.166,37.560
11.645,25.929,37.574
10.923,26.665,37.588
10.232,27.371,37.603
9.573,28.046,37.619
8.946,28.690,37.636
8.354,29.299,37.653
7.797,29.874,37.671
7.277,30.412,37.689
6.793,30.914,37.708
6.347,31.379,37.726
5.939,31.806,37.745
5.568,32.196,37.764
5.235,32.548,37.782
4.938,32.862,37.801
4.678,33.141,37.818
4.452,33.384,37.836
4.260,33.592,37.852
4.101,33.768,37.869
3.973,33.911,37.884
3.875,34.024,37.899
3.805,34.108,37.913
3.764,34.163,37.927
3.750,34.190,37.940
3.763,34.191,37.954
3.804,34.164,37.968
3.872,34.109,37.982
3.970,34.027,37.996
4.097,33.915,38.012
4.255,33.772,38.027
4.446,33.598,38.044
4.671,33.390,38.061
4.931,33.148,38.079
5.227,32.870,38.097
5.559,32.556,38.115
5.929,32.205,38.134
6.336,31.817,38.153
6.781,31.391,38.172
7.263,30.927,38.191
7.783,30.426,38.209
8.339,29.889,38.227
8.930,29.315,38.245
9.556,28.706,38.262
10.214,28.064,38.278
10.905,27.389,38.294
11.625,26.684,38.309
12.374,25.949,38.323
13.148,25.187,38.335
13.948,24.400,38.347
14.769,23.589,38.358
15.610,22.758,38.368
16.468,21.908,38.376
17.341,21.042,38.383
18.227,20.162,38.389
19.123,19.271,38.394
20.026,18.371,38.397
20.933,17.466,38.399
21.842,16.558,38.399
22.750,15.649,38.399
23.654,14.742,38.396
24.552,13.841,38.393
25.441,12.947,38.388
26.318,12.064,38.382
27.180,11.194,38.374
28.025,10.340,38.365
28.851,9.504,38.355
29.654,8.690,38.343
30.432,7.899,38.331
