Explicict Eueler,,
E_c,E_p,E_m
87.800,1.100,88.899
88.217,0.676,88.893
88.494,0.383,88.877
88.629,0.224,88.853
88.622,0.197,88.819
88.473,0.304,88.777
88.181,0.544,88.724
87.747,0.915,88.662
87.175,1.416,88.591
86.464,2.046,88.510
85.618,2.801,88.419
84.641,3.679,88.319
83.535,4.675,88.210
82.305,5.786,88.092
80.956,7.008,87.964
79.493,8.335,87.828
77.921,9.763,87.684
76.246,11.286,87.531
74.474,12.897,87.371
72.613,14.591,87.204
70.670,16.361,87.031
68.651,18.202,86.853
66.565,20.105,86.669
64.418,22.064,86.482
62.220,24.072,86.292
59.978,26.123,86.101
57.701,28.210,85.910
55.396,30.325,85.721
53.073,32.462,85.536
50.740,34.616,85.356
48.404,36.780,85.184
46.074,38.949,85.023
43.758,41.118,84.876
41.465,43.282,84.747
39.201,45.438,84.639
36.973,47.583,84.557
34.790,49.715,84.506
32.658,51.834,84.491
30.582,53.939,84.521
28.569,56.014,84.582
26.603,58.041,84.644
24.691,60.014,84.705
22.838,61.928,84.766
21.051,63.777,84.827
19.334,65.555,84.888
17.692,67.257,84.949
16.131,68.879,85.010
14.654,70.416,85.070
13.266,71.864,85.130
11.969,73.220,85.189
10.767,74.481,85.248
9.663,75.644,85.306
8.657,76.707,85.364
7.750,77.669,85.420
6.944,78.531,85.475
6.237,79.291,85.528
5.627,79.952,85.579
5.111,80.517,85.628
4.687,80.987,85.674
4.348,81.369,85.717
4.090,81.667,85.757
3.908,81.886,85.794
3.796,82.033,85.829
3.751,82.111,85.862
3.772,82.123,85.895
3.858,82.070,85.928
4.014,81.950,85.964
4.244,81.758,86.002
4.553,81.490,86.043
4.948,81.139,86.087
5.433,80.701,86.134
6.014,80.171,86.184
6.693,79.543,86.237
7.474,78.817,86.291
8.358,77.988,86.347
9.346,77.058,86.404
10.438,76.025,86.462
11.632,74.890,86.522
12.927,73.655,86.582
14.321,72.322,86.643
15.810,70.894,86.704
17.392,69.374,86.766
19.063,67.765,86.828
20.818,66.073,86.890
22.652,64.301,86.953
24.562,62.454,87.016
26.541,60.538,87.079
28.583,58.559,87.142
30.684,56.522,87.206
32.836,54.433,87.269
35.034,52.299,87.333
37.270,50.127,87.397
39.539,47.922,87.461
41.833,45.692,87.525
44.145,43.444,87.589
46.469,41.184,87.653
48.797,38.921,87.717
51.122,36.660,87.782
53.437,34.409,87.846
55.735,32.176,87.911
58.008,29.967,87.975
60.250,27.790,88.040
62.453,25.651,88.105
64.612,23.558,88.169
66.718,21.516,88.234
68.765,19.534,88.299
70.748,17.616,88.364
72.659,15.770,88.429
74.492,14.001,88.493
76.240,12.316,88.556
77.895,10.720,88.615
79.452,9.219,88.671
80.904,7.818,88.722
82.246,6.522,88.768
83.471,5.337,88.808
84.576,4.265,88.842
85.556,3.312,88.868
86.407,2.481,88.888
87.125,1.775,88.899
87.707,1.196,88.903
88.151,0.747,88.898
88.455,0.429,88.884
88.617,0.244,88.861
88.637,0.192,88.829
88.514,0.274,88.788
88.250,0.488,88.738
87.843,0.834,88.678
87.296,1.311,88.608
86.612,1.917,88.529
85.792,2.648,88.440
84.839,3.503,88.341
83.757,4.477,88.234
82.551,5.566,88.117
81.224,6.767,87.991
79.781,8.075,87.856
78.229,9.484,87.713
76.573,10.989,87.562
74.820,12.584,87.404
72.975,14.263,87.238
71.047,16.019,87.066
69.042,17.847,86.888
66.967,19.738,86.706
64.832,21.687,86.519
62.643,23.687,86.330
60.408,25.730,86.138
58.137,27.810,85.947
55.837,29.920,85.757
53.517,32.054,85.571
51.184,34.205,85.389
48.848,36.368,85.216
46.517,38.536,85.053
44.198,40.705,84.903
41.899,42.870,84.769
39.629,45.028,84.657
37.394,47.175,84.569
35.202,49.310,84.512
33.059,51.431,84.490
30.972,53.538,84.510
28.947,55.621,84.568
26.972,57.658,84.630
25.049,59.642,84.691
23.185,61.568,84.752
21.384,63.429,84.814
19.654,65.221,84.875
17.998,66.938,84.935
16.421,68.575,84.996
14.928,70.129,85.056
13.522,71.594,85.116
12.208,72.968,85.176
10.988,74.247,85.235
9.865,75.428,85.293
8.840,76.511,85.351
7.915,77.492,85.407
7.089,78.373,85.462
6.363,79.152,85.516
5.735,79.832,85.567
5.202,80.415,85.617
4.760,80.903,85.663
4.406,81.301,85.707
4.133,81.614,85.748
3.937,81.848,85.785
3.812,82.008,85.820
3.755,82.099,85.854
3.763,82.124,85.886
3.836,82.083,85.919
3.979,81.975,85.954
4.194,81.798,85.992
4.488,81.544,86.032
4.866,81.210,86.076
5.334,80.789,86.123
5.896,80.276,86.172
6.556,79.668,86.224
7.318,78.960,86.278
8.182,78.151,86.334
9.150,77.240,86.391
10.222,76.227,86.449
11.397,75.111,86.508
12.673,73.895,86.568
14.048,72.581,86.629
15.519,71.171,86.690
17.084,69.668,86.752
18.738,68.076,86.814
20.477,66.399,86.876
22.297,64.641,86.939
24.193,62.809,87.001
26.159,60.906,87.065
28.190,58.938,87.128
30.280,56.912,87.191
32.422,54.832,87.255
34.612,52.707,87.319
36.841,50.541,87.382
39.105,48.342,87.446
41.394,46.116,87.510
43.704,43.871,87.574
46.026,41.613,87.639
48.353,39.350,87.703
50.679,37.088,87.767
52.997,34.835,87.832
55.298,32.598,87.896
57.577,30.384,87.961
59.825,28.200,88.025
62.036,26.054,88.090
64.204,23.951,88.155
66.320,21.899,88.220
68.379,19.905,88.284
70.375,17.975,88.349
72.300,16.115,88.414
74.148,14.331,88.479
75.912,12.629,88.541
77.586,11.016,88.601
79.162,9.496,88.658
80.634,8.076,88.710
81.997,6.760,88.757
83.245,5.553,88.798
84.373,4.460,88.833
85.377,3.484,88.861
86.253,2.629,88.882
86.996,1.899,88.895
87.604,1.296,88.900
88.075,0.822,88.897
88.405,0.479,88.885
88.594,0.269,88.864
88.641,0.192,88.833
88.546,0.248,88.794
88.308,0.437,88.745
87.928,0.759,88.687
87.408,1.211,88.619
86.750,1.792,88.541
85.955,2.499,88.454
85.027,3.331,88.358
83.970,4.282,88.252
82.787,5.350,88.137
81.482,6.531,88.013
80.062,7.818,87.880
78.530,9.208,87.738
76.893,10.695,87.589
75.158,12.274,87.432
73.330,13.937,87.267
71.417,15.679,87.096
69.426,17.493,86.920
67.364,19.373,86.738
65.240,21.312,86.552
63.060,23.302,86.363
60.834,25.338,86.172
58.569,27.411,85.981
56.274,29.516,85.790
53.957,31.646,85.603
51.627,33.794,85.421
49.291,35.955,85.245
46.958,38.122,85.080
44.636,40.291,84.927
42.333,42.457,84.790
40.057,44.617,84.674
37.815,46.766,84.581
35.614,48.903,84.517
33.461,51.027,84.488
31.364,53.137,84.500
29.326,55.227,84.553
27.342,57.273,84.614
25.409,59.267,84.676
23.533,61.204,84.737
21.720,63.078,84.798
19.976,64.883,84.859
18.305,66.615,84.920
16.713,68.268,84.981
15.204,69.837,85.041
13.782,71.319,85.101
12.450,72.711,85.161
11.212,74.008,85.220
10.070,75.208,85.279
9.027,76.309,85.336
8.083,77.310,85.393
7.238,78.210,85.448
6.494,79.008,85.502
5.847,79.707,85.554
5.296,80.308,85.604
4.837,80.814,85.651
4.467,81.228,85.695
4.179,81.557,85.737
3.969,81.806,85.775
3.831,81.980,85.810
3.761,82.083,85.844
3.756,82.120,85.876
3.817,82.092,85.909
3.946,81.998,85.944
4.147,81.833,85.981
4.426,81.595,86.021
4.787,81.277,86.064
5.238,80.872,86.110
5.782,80.378,86.159
6.423,79.787,86.211
7.165,79.099,86.264
8.010,78.309,86.319
8.958,77.418,86.376
10.010,76.424,86.434
11.166,75.328,86.493
12.422,74.131,86.553
13.779,72.835,86.614
15.232,71.442,86.675
16.779,69.957,86.736
18.417,68.382,86.798
20.140,66.721,86.860
21.945,64.978,86.923
23.826,63.160,86.986
25.779,61.270,87.049
27.798,59.314,87.112
29.877,57.298,87.176
32.010,55.229,87.239
34.191,53.111,87.303
36.414,50.953,87.367
38.671,48.760,87.430
40.956,46.539,87.495
43.262,44.297,87.559
45.582,42.041,87.623
47.909,39.778,87.687
50.236,37.516,87.751
52.555,35.261,87.816
54.860,33.020,87.880
57.143,30.801,87.945
59.398,28.611,88.009
61.617,26.457,88.074
63.793,24.346,88.139
65.920,22.284,88.204
67.990,20.278,88.268
69.998,18.335,88.333
71.937,16.462,88.398
73.800,14.663,88.463
75.581,12.945,88.526
77.272,11.315,88.587
78.867,9.777,88.644
80.359,8.338,88.697
81.743,7.001,88.745
83.014,5.774,88.787
84.165,4.658,88.823
85.193,3.660,88.853
86.093,2.782,88.875
86.862,2.028,88.890
87.496,1.400,88.896
87.993,0.902,88.895
88.350,0.534,88.884
88.566,0.299,88.865
88.640,0.196,88.836
88.572,0.227,88.799
88.361,0.391,88.752
88.008,0.687,88.695
87.515,1.115,88.629
86.882,1.671,88.554
86.113,2.355,88.469
85.211,3.163,88.374
84.178,4.092,88.270
83.018,5.138,88.156
81.737,6.297,88.034
80.338,7.565,87.903
78.827,8.936,87.763
77.210,10.405,87.615
75.493,11.966,87.459
73.682,13.614,87.296
71.785,15.341,87.126
69.808,17.142,86.951
67.760,19.010,86.770
65.646,20.938,86.585
63.477,22.919,86.396
61.259,24.947,86.206
59.001,27.013,86.015
56.711,29.113,85.824
54.398,31.238,85.636
52.069,33.383,85.453
49.734,35.542,85.276
47.400,37.709,85.108
45.075,39.878,84.953
42.768,42.045,84.813
40.486,44.206,84.692
38.237,46.357,84.595
36.028,48.497,84.525
33.866,50.623,84.489
31.758,52.735,84.493
29.709,54.831,84.540
27.715,56.886,84.601
25.772,58.891,84.663
23.885,60.839,84.724
22.059,62.726,84.785
20.302,64.544,84.846
18.617,66.290,84.907
17.010,67.958,84.968
15.484,69.544,85.028
14.045,71.043,85.088
12.696,72.452,85.148
11.440,73.767,85.207
10.280,74.986,85.266
9.218,76.106,85.324
8.254,77.126,85.380
7.391,78.045,85.436
6.627,78.863,85.490
5.962,79.580,85.543
5.393,80.199,85.593
4.918,80.723,85.641
4.531,81.155,85.685
4.228,81.500,85.727
4.003,81.763,85.766
3.852,81.950,85.802
3.769,82.067,85.836
3.752,82.117,85.869
3.801,82.101,85.901
3.916,82.019,85.936
4.103,81.869,85.972
4.367,81.645,86.011
4.712,81.342,86.054
5.145,80.955,86.099
5.671,80.477,86.148
6.293,79.906,86.199
7.016,79.236,86.252
7.841,78.466,86.307
8.770,77.594,86.364
9.802,76.619,86.421
10.938,75.542,86.480
12.175,74.365,86.540
13.513,73.087,86.600
14.948,71.713,86.661
16.478,70.245,86.723
18.098,68.687,86.785
19.805,67.042,86.847
21.595,65.314,86.909
23.462,63.510,86.972
25.402,61.633,87.035
27.409,59.690,87.098
29.477,57.685,87.162
31.600,55.625,87.225
33.773,53.516,87.289
35.988,51.365,87.353
38.238,49.178,87.417
40.519,46.962,87.481
42.821,44.724,87.545
45.139,42.470,87.609
47.465,40.208,87.673
49.793,37.945,87.737
52.114,35.688,87.802
54.422,33.444,87.866
56.710,31.221,87.931
58.971,29.025,87.995
61.197,26.863,88.060
63.381,24.743,88.125
65.518,22.672,88.190
67.600,20.655,88.254
69.620,18.700,88.319
71.572,16.812,88.384
73.450,14.999,88.449
75.247,13.265,88.513
76.956,11.618,88.574
78.570,10.062,88.632
80.082,8.603,88.686
81.487,7.247,88.735
82.780,5.998,88.778
83.954,4.861,88.816
85.006,3.841,88.847
85.931,2.939,88.870
86.725,2.162,88.886
87.385,1.510,88.895
87.908,0.987,88.895
88.292,0.594,88.886
88.535,0.333,88.868
88.637,0.205,88.842
88.595,0.211,88.806
88.411,0.349,88.761
88.086,0.620,88.706
87.619,1.023,88.642
87.013,1.555,88.568
86.270,2.215,88.485
85.392,3.000,88.392
84.384,3.906,88.290
83.248,4.930,88.178
81.990,6.068,88.058
80.613,7.315,87.928
79.123,8.667,87.790
77.526,10.118,87.644
75.827,11.662,87.489
74.034,13.294,87.328
72.153,15.007,87.159
70.191,16.794,86.985
68.155,18.650,86.805
66.054,20.567,86.621
63.894,22.538,86.433
61.685,24.558,86.243
59.434,26.617,86.051
57.150,28.711,85.861
54.840,30.832,85.672
52.514,32.974,85.488
50.179,35.131,85.310
47.844,37.296,85.140
45.517,39.465,84.982
43.206,41.633,84.839
40.919,43.796,84.715
38.663,45.949,84.613
36.446,48.091,84.537
34.275,50.220,84.495
32.155,52.335,84.490
30.094,54.436,84.530
28.092,56.500,84.592
26.138,58.515,84.653
24.240,60.474,84.714
22.403,62.373,84.775
20.632,64.205,84.837
18.933,65.965,84.898
17.310,67.648,84.958
15.769,69.250,85.019
14.313,70.766,85.079
12.946,72.192,85.139
11.672,73.526,85.198
10.494,74.763,85.257
9.412,75.902,85.315
8.430,76.941,85.372
7.548,77.880,85.428
6.765,78.717,85.482
6.082,79.453,85.535
5.495,80.091,85.586
5.001,80.632,85.634
4.598,81.081,85.679
4.279,81.442,85.722
4.040,81.721,85.761
3.875,81.922,85.797
3.779,82.052,85.832
3.750,82.114,85.864
3.786,82.111,85.897
3.889,82.042,85.931
4.062,81.905,85.967
4.310,81.695,86.006
4.640,81.408,86.048
5.055,81.037,86.093
5.563,80.577,86.141
6.167,80.024,86.191
6.871,79.373,86.244
7.676,78.622,86.299
8.585,77.770,86.355
9.598,76.815,86.412
10.714,75.757,86.471
11.932,74.599,86.531
13.251,73.340,86.591
14.668,71.984,86.652
16.180,70.534,86.713
17.783,68.992,86.775
19.474,67.363,86.837
21.248,65.651,86.900
23.101,63.861,86.962
25.028,61.998,87.025
27.022,60.066,87.089
29.079,58.073,87.152
31.192,56.023,87.215
33.356,53.923,87.279
35.563,51.779,87.343
37.808,49.599,87.407
40.083,47.387,87.471
42.382,45.152,87.535
44.698,42.901,87.599
47.023,40.640,87.663
49.351,38.377,87.727
51.674,36.118,87.792
53.985,33.871,87.856
56.277,31.643,87.921
58.544,29.441,87.985
60.777,27.273,88.050
62.970,25.144,88.115
65.116,23.063,88.179
67.209,21.035,88.244
69.242,19.067,88.309
71.207,17.167,88.374
73.101,15.338,88.439
74.914,13.589,88.503
76.640,11.925,88.565
78.272,10.351,88.623
79.805,8.874,88.678
81.231,7.498,88.728
82.545,6.228,88.773
83.743,5.069,88.812
84.818,4.026,88.844
85.768,3.102,88.869
86.587,2.300,88.887
87.273,1.624,88.897
87.822,1.076,88.898
88.233,0.658,88.891
88.503,0.372,88.876
88.632,0.219,88.851
88.618,0.199,88.817
88.461,0.312,88.774
88.162,0.559,88.721
87.722,0.936,88.658
87.143,1.444,88.587
86.426,2.080,88.505
85.574,2.841,88.414
84.590,3.724,88.314
83.478,4.726,88.204
82.242,5.843,88.085
80.888,7.070,87.957
79.419,8.402,87.821
77.841,9.835,87.676
76.162,11.361,87.523
74.386,12.977,87.363
72.521,14.675,87.196
70.574,16.449,87.023
68.551,18.292,86.844
66.462,20.198,86.660
64.313,22.160,86.473
62.112,24.171,86.283
59.869,26.224,86.092
57.590,28.311,85.901
55.284,30.428,85.712
52.960,32.566,85.527
50.626,34.721,85.347
48.291,36.885,85.176
45.962,39.054,85.016
43.647,41.223,84.870
41.355,43.387,84.741
39.092,45.542,84.634
36.867,47.687,84.554
34.686,49.818,84.504
32.556,51.936,84.492
30.483,54.040,84.524
28.472,56.113,84.585
26.509,58.138,84.647
24.599,60.109,84.708
22.750,62.020,84.769
20.966,63.865,84.830
19.252,65.639,84.891
17.614,67.338,84.952
16.057,68.956,85.013
14.585,70.488,85.073
13.201,71.932,85.133
11.909,73.284,85.192
10.712,74.540,85.251
9.612,75.698,85.309
8.610,76.756,85.367
7.709,77.714,85.423
6.907,78.570,85.477
6.205,79.326,85.530
5.599,79.982,85.582
5.088,80.542,85.630
4.668,81.008,85.676
4.334,81.386,85.719
4.080,81.679,85.759
3.901,81.895,85.796
3.792,82.038,85.831
3.751,82.113,85.864
3.774,82.122,85.896
3.864,82.066,85.930
4.023,81.942,85.965
4.257,81.747,86.004
4.570,81.475,86.045
4.969,81.120,86.089
5.459,80.678,86.137
6.044,80.142,86.187
6.729,79.510,86.239
7.515,78.779,86.294
8.404,77.946,86.350
9.397,77.010,86.407
10.493,75.972,86.465
11.692,74.832,86.525
12.992,73.593,86.585
14.391,72.255,86.646
15.885,70.822,86.707
17.471,69.298,86.769
19.146,67.685,86.831
20.905,65.988,86.893
22.743,64.213,86.956
24.656,62.363,87.019
26.638,60.444,87.082
28.684,58.461,87.145
30.787,56.422,87.209
32.942,54.331,87.273
35.141,52.195,87.336
37.380,50.020,87.400
39.650,47.814,87.464
41.945,45.583,87.528
44.258,43.334,87.592
46.582,41.074,87.656
48.910,38.811,87.721
51.235,36.550,87.785
53.549,34.301,87.850
55.846,32.068,87.914
58.118,29.861,87.979
60.358,27.685,88.043
62.559,25.549,88.108
64.715,23.457,88.173
66.819,21.419,88.238
68.863,19.439,88.302
70.843,17.525,88.367
72.750,15.682,88.432
74.579,13.917,88.496
76.322,12.236,88.559
77.973,10.645,88.618
79.525,9.148,88.673
80.972,7.753,88.724
82.308,6.462,88.770
83.528,5.282,88.810
84.627,4.216,88.843
85.601,3.269,88.870
86.445,2.444,88.889
87.157,1.743,88.900
87.732,1.171,88.903
88.169,0.728,88.898
88.466,0.417,88.884
88.622,0.239,88.860
88.635,0.193,88.828
88.505,0.281,88.787
88.234,0.502,88.735
87.820,0.855,88.675
87.267,1.338,88.605
86.576,1.949,88.525
85.749,2.687,88.436
84.790,3.547,88.337
83.702,4.527,88.229
82.489,5.622,88.112
81.157,6.829,87.985
79.709,8.141,87.850
78.152,9.555,87.707
76.491,11.064,87.555
74.733,12.664,87.396
72.884,14.346,87.230
70.952,16.106,87.058
68.943,17.937,86.880
66.865,19.832,86.697
64.727,21.783,86.510
62.536,23.785,86.321
60.299,25.831,86.130
58.026,27.912,85.939
55.725,30.024,85.749
53.404,32.159,85.563
51.071,34.310,85.382
48.735,36.473,85.208
46.404,38.642,85.046
44.086,40.811,84.896
41.788,42.976,84.764
39.520,45.133,84.653
37.287,47.280,84.566
35.097,49.414,84.510
32.957,51.534,84.491
30.873,53.641,84.513
28.851,55.722,84.572
26.878,57.756,84.634
24.958,59.738,84.695
23.096,61.660,84.756
21.299,63.518,84.818
19.572,65.307,84.879
17.920,67.020,84.939
16.347,68.653,85.000
14.858,70.203,85.060
13.457,71.664,85.120
12.147,73.033,85.180
10.932,74.307,85.239
9.813,75.484,85.297
8.793,76.562,85.355
7.873,77.538,85.411
7.052,78.414,85.466
6.331,79.189,85.519
5.707,79.864,85.571
5.178,80.442,85.620
4.741,80.925,85.667
4.391,81.319,85.710
4.122,81.629,85.751
3.929,81.859,85.788
3.808,82.015,85.823
3.754,82.103,85.856
3.765,82.124,85.889
3.842,82.080,85.922
3.988,81.970,85.957
4.207,81.788,85.995
4.504,81.531,86.036
4.886,81.193,86.079
5.359,80.768,86.126
5.926,80.250,86.176
6.591,79.637,86.228
7.357,78.925,86.282
8.227,78.111,86.338
9.200,77.195,86.395
10.277,76.176,86.453
11.457,75.056,86.512
12.737,73.835,86.572
14.117,72.516,86.633
15.593,71.101,86.694
17.162,69.593,86.756
18.821,67.997,86.818
20.564,66.316,86.880
22.388,64.555,86.943
24.287,62.719,87.006
26.256,60.813,87.069
28.290,58.842,87.132
30.383,56.813,87.196
32.528,54.731,87.259
34.720,52.603,87.323
36.951,50.436,87.387
39.215,48.235,87.451
41.506,46.008,87.515
43.816,43.762,87.579
46.139,41.504,87.643
48.467,39.241,87.707
50.793,36.979,87.772
53.109,34.727,87.836
55.410,32.491,87.901
57.687,30.278,87.965
59.934,28.096,88.030
62.143,25.951,88.094
64.308,23.851,88.159
66.422,21.802,88.224
68.478,19.810,88.289
70.471,17.883,88.354
72.392,16.026,88.419
74.237,14.246,88.483
75.997,12.549,88.546
77.665,10.940,88.605
79.236,9.425,88.662
80.704,8.010,88.714
82.061,6.699,88.760
83.304,5.498,88.801
84.426,4.410,88.836
85.424,3.440,88.864
86.293,2.591,88.884
87.030,1.867,88.897
87.631,1.270,88.901
88.095,0.802,88.898
88.419,0.466,88.885
88.601,0.262,88.864
88.641,0.192,88.833
88.539,0.254,88.793
88.294,0.450,88.744
87.908,0.778,88.685
87.381,1.236,88.617
86.715,1.823,88.539
85.914,2.537,88.451
84.980,3.374,88.354
83.916,4.332,88.248
82.727,5.405,88.132
81.417,6.591,88.008
79.991,7.883,87.874
78.454,9.278,87.732
76.812,10.770,87.582
75.072,12.353,87.425
73.240,14.020,87.260
71.323,15.766,87.089
69.329,17.583,86.912
67.264,19.466,86.730
65.136,21.408,86.544
62.954,23.400,86.355
60.726,25.438,86.164
58.459,27.513,85.972
56.163,29.619,85.782
53.845,31.750,85.595
51.514,33.899,85.413
49.178,36.060,85.238
46.845,38.228,85.073
44.524,40.397,84.921
42.222,42.563,84.785
39.947,44.722,84.669
37.707,46.871,84.578
35.509,49.007,84.516
33.359,51.130,84.489
31.263,53.239,84.503
29.229,55.328,84.557
27.247,57.371,84.618
25.317,59.363,84.680
23.444,61.297,84.741
21.634,63.168,84.802
19.893,64.970,84.863
18.227,66.698,84.924
16.638,68.346,84.985
15.133,69.912,85.045
13.715,71.390,85.105
12.388,72.777,85.165
11.155,74.069,85.224
10.018,75.265,85.282
8.979,76.361,85.340
8.039,77.357,85.396
7.200,78.252,85.452
6.460,79.046,85.505
5.818,79.739,85.557
5.272,80.335,85.607
4.817,80.837,85.654
4.451,81.247,85.698
4.167,81.572,85.739
3.960,81.817,85.777
3.826,81.987,85.813
3.759,82.087,85.846
3.758,82.121,85.879
3.822,82.090,85.912
3.954,81.992,85.947
4.159,81.825,85.984
4.441,81.582,86.024
4.807,81.260,86.067
5.262,80.852,86.113
5.810,80.352,86.162
6.457,79.757,86.214
7.204,79.064,86.268
8.054,78.269,86.323
9.007,77.373,86.380
10.064,76.374,86.438
11.224,75.273,86.497
12.486,74.071,86.557
13.847,72.770,86.617
15.305,71.373,86.679
16.857,69.883,86.740
18.498,68.304,86.802
20.226,66.639,86.864
22.035,64.893,86.927
23.920,63.070,86.990
25.876,61.177,87.053
27.898,59.218,87.116
29.980,57.200,87.180
32.115,55.128,87.243
34.299,53.008,87.307
36.523,50.848,87.371
38.782,48.653,87.435
41.068,46.431,87.499
43.375,44.188,87.563
45.695,41.932,87.627
48.022,39.669,87.691
50.349,37.406,87.755
52.668,35.152,87.820
54.972,32.912,87.884
57.254,30.695,87.949
59.507,28.506,88.013
61.724,26.354,88.078
63.898,24.245,88.143
66.022,22.186,88.208
68.090,20.183,88.272
70.094,18.243,88.337
72.030,16.373,88.402
73.889,14.578,88.467
75.666,12.864,88.530
77.352,11.238,88.590
78.942,9.705,88.647
80.430,8.270,88.700
81.808,6.939,88.748
83.073,5.717,88.790
84.219,4.607,88.826
85.240,3.615,88.855
86.134,2.743,88.877
86.896,1.995,88.891
87.524,1.373,88.897
88.014,0.881,88.895
88.364,0.520,88.884
88.574,0.291,88.865
88.641,0.195,88.836
88.566,0.232,88.798
88.348,0.402,88.750
87.988,0.705,88.693
87.488,1.139,88.627
86.849,1.702,88.551
86.073,2.392,88.465
85.164,3.205,88.370
84.125,4.140,88.265
82.959,5.192,88.151
81.672,6.357,88.029
80.267,7.629,87.897
78.751,9.005,87.757
77.129,10.479,87.608
75.408,12.044,87.452
73.593,13.696,87.289
71.691,15.427,87.119
69.711,17.232,86.943
67.659,19.103,86.762
65.543,21.034,86.576
63.371,23.017,86.388
61.151,25.046,86.197
58.891,27.115,86.006
56.600,29.216,85.815
54.285,31.342,85.628
51.956,33.488,85.444
49.621,35.647,85.268
47.287,37.814,85.101
44.963,39.983,84.946
42.657,42.150,84.807
40.377,44.311,84.687
38.129,46.462,84.591
35.922,48.601,84.523
33.763,50.726,84.489
31.657,52.838,84.495
29.611,54.932,84.543
27.619,56.985,84.604
25.679,58.987,84.666
23.794,60.933,84.727
21.972,62.816,84.788
20.218,64.631,84.849
18.537,66.373,84.910
16.934,68.037,84.971
15.412,69.619,85.031
13.978,71.114,85.091
12.633,72.518,85.151
11.381,73.829,85.210
10.226,75.043,85.269
9.168,76.158,85.327
8.210,77.173,85.383
7.352,78.087,85.439
6.593,78.900,85.493
5.932,79.613,85.545
5.368,80.227,85.595
4.897,80.746,85.643
4.514,81.174,85.688
4.215,81.514,85.729
3.994,81.774,85.768
3.846,81.958,85.804
3.766,82.071,85.838
3.753,82.118,85.870
3.805,82.099,85.903
3.924,82.014,85.937
4.114,81.860,85.974
4.381,81.632,86.014
4.731,81.325,86.056
5.168,80.934,86.102
5.699,80.452,86.151
6.326,79.876,86.202
7.054,79.201,86.255
7.884,78.426,86.310
8.818,77.549,86.367
9.855,76.569,86.425
10.996,75.488,86.483
12.238,74.305,86.543
13.581,73.023,86.604
15.020,71.644,86.665
16.554,70.172,86.726
18.179,68.609,86.788
19.891,66.960,86.850
21.684,65.229,86.913
23.555,63.420,86.976
25.498,61.540,87.039
27.508,59.594,87.102
29.579,57.586,87.165
31.705,55.524,87.229
33.879,53.413,87.292
36.096,51.260,87.356
38.349,49.071,87.420
40.630,46.854,87.484
42.934,44.614,87.548
45.252,42.360,87.612
47.579,40.098,87.676
49.906,37.835,87.741
52.227,35.578,87.805
54.534,33.336,87.870
56.821,31.113,87.934
59.080,28.919,87.999
61.304,26.759,88.063
63.487,24.642,88.128
65.621,22.572,88.193
67.699,20.558,88.258
69.716,18.606,88.323
71.665,16.722,88.388
73.540,14.912,88.452
75.333,13.183,88.516
77.037,11.540,88.577
78.646,9.989,88.635
80.153,8.535,88.688
81.553,7.184,88.737
82.840,5.941,88.780
84.008,4.809,88.818
85.054,3.794,88.848
85.973,2.899,88.871
86.760,2.127,88.887
87.413,1.481,88.895
87.930,0.965,88.894
88.307,0.578,88.885
88.543,0.324,88.867
88.638,0.203,88.840
88.589,0.214,88.804
88.399,0.359,88.758
88.066,0.637,88.703
87.593,1.046,88.639
86.980,1.585,88.564
86.230,2.250,88.481
85.346,3.041,88.387
84.331,3.953,88.285
83.190,4.983,88.172
81.925,6.126,88.051
80.543,7.379,87.921
79.047,8.735,87.783
77.445,10.191,87.636
75.742,11.739,87.481
73.944,13.375,87.319
72.059,15.092,87.151
70.093,16.883,86.976
68.054,18.742,86.796
65.950,20.662,86.611
63.788,22.636,86.423
61.576,24.657,86.233
59.323,26.718,86.042
57.037,28.814,85.851
54.727,30.936,85.663
52.400,33.078,85.479
50.065,35.236,85.301
47.730,37.401,85.132
45.404,39.570,84.975
43.094,41.738,84.832
40.808,43.900,84.709
38.554,46.053,84.608
36.339,48.195,84.534
34.170,50.323,84.493
32.053,52.437,84.491
29.995,54.537,84.532
27.995,56.598,84.594
26.044,58.611,84.655
24.149,60.568,84.716
22.315,62.463,84.778
20.547,64.292,84.839
18.852,66.048,84.900
17.233,67.728,84.960
15.696,69.325,85.021
14.244,70.837,85.081
12.882,72.259,85.141
11.613,73.588,85.200
10.439,74.820,85.259
9.362,75.954,85.317
8.385,76.989,85.374
7.508,77.922,85.429
6.730,78.754,85.484
6.051,79.486,85.536
5.468,80.119,85.587
4.980,80.656,85.635
4.580,81.100,85.680
4.266,81.457,85.723
4.030,81.732,85.762
3.869,81.930,85.798
3.776,82.056,85.832
3.750,82.115,85.865
3.790,82.108,85.898
3.896,82.036,85.932
4.072,81.896,85.968
4.324,81.682,86.007
4.658,81.391,86.049
5.078,81.016,86.094
5.590,80.552,86.142
6.199,79.994,86.193
6.908,79.338,86.246
7.718,78.582,86.300
8.632,77.725,86.357
9.650,76.765,86.414
10.771,75.702,86.473
11.994,74.539,86.533
13.318,73.275,86.593
14.739,71.915,86.654
16.255,70.460,86.715
17.863,68.914,86.777
19.558,67.281,86.839
21.337,65.565,86.902
23.193,63.771,86.965
25.123,61.904,87.028
27.121,59.970,87.091
29.180,57.974,87.154
31.296,55.921,87.218
33.462,53.819,87.281
35.672,51.673,87.345
