Explicict Eueler,,
E_c,E_p,E_m
84.955,3.398,88.352
83.888,4.358,88.246
82.695,5.435,88.130
81.382,6.623,88.005
79.953,7.919,87.871
78.413,9.316,87.729
76.769,10.810,87.579
75.026,12.395,87.421
73.192,14.065,87.256
71.273,15.812,87.085
69.276,17.632,86.908
67.209,19.516,86.726
65.080,21.459,86.539
62.897,23.453,86.350
60.668,25.492,86.159
58.400,27.568,85.968
56.103,29.675,85.778
53.785,31.806,85.591
51.453,33.955,85.409
49.117,36.117,85.234
46.785,38.285,85.069
44.464,40.454,84.918
42.163,42.620,84.782
39.889,44.778,84.667
37.649,46.927,84.576
35.452,49.063,84.515
33.303,51.186,84.489
31.210,53.294,84.504
29.177,55.382,84.559
27.196,57.424,84.621
25.267,59.415,84.682
23.396,61.347,84.743
21.588,63.216,84.804
19.849,65.016,84.865
18.184,66.742,84.926
16.598,68.389,84.987
15.095,69.952,85.047
13.680,71.428,85.107
12.355,72.812,85.167
11.124,74.102,85.226
9.989,75.295,85.284
8.953,76.389,85.342
8.016,77.382,85.398
7.179,78.274,85.454
6.442,79.065,85.507
5.803,79.757,85.559
5.259,80.350,85.609
4.807,80.849,85.656
4.443,81.257,85.700
4.161,81.580,85.741
3.956,81.823,85.779
3.823,81.991,85.814
3.758,82.090,85.848
3.758,82.122,85.880
3.825,82.089,85.913
3.959,81.989,85.948
4.165,81.820,85.985
4.450,81.576,86.025
4.818,81.251,86.069
5.275,80.840,86.115
5.826,80.338,86.164
6.475,79.741,86.216
7.225,79.045,86.270
8.077,78.248,86.325
9.033,77.349,86.382
10.093,76.347,86.440
11.256,75.243,86.499
12.520,74.039,86.559
13.884,72.736,86.620
15.345,71.336,86.681
16.899,69.844,86.742
18.542,68.262,86.804
20.272,66.595,86.867
22.083,64.846,86.929
23.970,63.022,86.992
25.928,61.127,87.055
27.952,59.167,87.118
30.035,57.147,87.182
32.172,55.073,87.245
34.356,52.953,87.309
36.582,50.791,87.373
38.841,48.596,87.437
41.128,46.373,87.501
43.435,44.130,87.565
45.756,41.873,87.629
48.083,39.610,87.693
50.410,37.348,87.758
52.729,35.093,87.822
55.032,32.854,87.887
57.314,30.637,87.951
59.566,28.450,88.016
61.782,26.299,88.080
63.954,24.191,88.145
66.077,22.133,88.210
68.143,20.132,88.275
70.146,18.194,88.340
72.080,16.325,88.405
73.937,14.532,88.469
75.711,12.821,88.532
77.395,11.197,88.592
78.983,9.666,88.649
80.468,8.234,88.702
81.843,6.906,88.750
83.105,5.687,88.792
84.247,4.580,88.827
85.266,3.590,88.856
86.156,2.722,88.878
86.915,1.977,88.892
87.539,1.359,88.898
88.025,0.870,88.895
88.372,0.512,88.884
88.578,0.287,88.864
88.641,0.194,88.835
88.562,0.235,88.797
88.341,0.409,88.749
87.977,0.715,88.692
87.473,1.152,88.625
86.831,1.718,88.549
86.052,2.411,88.463
85.139,3.228,88.368
84.097,4.166,88.263
82.928,5.221,88.149
81.637,6.388,88.026
80.230,7.664,87.894
78.711,9.042,87.753
77.086,10.519,87.605
75.362,12.087,87.448
73.544,13.740,87.285
71.641,15.474,87.115
69.658,17.280,86.938
67.605,19.153,86.757
65.487,21.085,86.572
63.314,23.070,86.383
61.092,25.100,86.192
58.832,27.169,86.001
56.540,29.271,85.811
54.225,31.398,85.623
51.895,33.544,85.440
49.560,35.704,85.264
47.226,37.871,85.097
44.903,40.040,84.943
42.597,42.207,84.804
40.317,44.367,84.685
38.071,46.518,84.589
35.865,48.657,84.522
33.707,50.782,84.489
31.603,52.893,84.495
29.558,54.987,84.545
27.568,57.038,84.606
25.629,59.039,84.668
23.746,60.983,84.729
21.926,62.864,84.790
20.173,64.678,84.851
18.494,66.418,84.912
16.893,68.080,84.973
15.374,69.659,85.033
13.941,71.152,85.093
12.599,72.554,85.153
11.350,73.862,85.212
10.197,75.073,85.271
9.142,76.186,85.328
8.186,77.199,85.385
7.331,78.110,85.441
6.574,78.920,85.495
5.917,79.630,85.547
5.355,80.242,85.597
4.886,80.759,85.644
4.505,81.184,85.689
4.208,81.522,85.731
3.989,81.780,85.769
3.843,81.962,85.805
3.765,82.073,85.839
3.753,82.118,85.871
3.807,82.097,85.904
3.928,82.011,85.939
4.120,81.855,85.975
4.389,81.625,86.015
4.741,81.316,86.058
5.181,80.922,86.103
5.714,80.438,86.152
6.344,79.859,86.203
7.074,79.182,86.257
7.907,78.405,86.312
8.843,77.525,86.368
9.884,76.543,86.426
11.027,75.458,86.485
12.272,74.273,86.545
13.617,72.988,86.605
15.059,71.607,86.666
16.596,70.132,86.728
18.223,68.567,86.790
19.936,66.916,86.852
21.732,65.183,86.915
23.605,63.372,86.977
25.550,61.490,87.040
27.561,59.542,87.104
29.634,57.533,87.167
31.761,55.469,87.230
33.937,53.357,87.294
36.155,51.203,87.358
38.408,49.014,87.422
40.690,46.796,87.486
42.994,44.556,87.550
45.313,42.301,87.614
47.639,40.039,87.678
49.967,37.776,87.743
52.287,35.520,87.807
54.594,33.277,87.872
56.880,31.056,87.936
59.138,28.862,88.001
61.362,26.704,88.065
63.543,24.587,88.130
65.676,22.519,88.195
67.753,20.507,88.260
69.768,18.556,88.324
71.715,16.674,88.389
73.588,14.866,88.454
75.378,13.139,88.517
77.080,11.498,88.578
78.687,9.950,88.636
80.191,8.499,88.690
81.588,7.150,88.738
82.872,5.910,88.781
84.037,4.781,88.818
85.080,3.769,88.849
85.995,2.877,88.872
86.779,2.109,88.887
87.429,1.466,88.895
87.941,0.953,88.894
88.315,0.570,88.885
88.548,0.319,88.867
88.638,0.201,88.839
88.586,0.217,88.803
88.392,0.365,88.757
88.055,0.646,88.702
87.578,1.058,88.637
86.962,1.600,88.562
86.209,2.270,88.478
85.321,3.063,88.385
84.303,3.978,88.282
83.158,5.011,88.169
81.890,6.158,88.048
80.505,7.413,87.918
79.007,8.772,87.779
77.402,10.230,87.632
75.696,11.781,87.477
73.896,13.419,87.315
72.008,15.138,87.146
70.040,16.931,86.971
68.000,18.791,86.791
65.894,20.712,86.606
63.730,22.688,86.418
61.518,24.710,86.228
59.264,26.773,86.037
56.977,28.869,85.846
54.666,30.991,85.658
52.339,33.135,85.474
50.004,35.292,85.296
47.669,37.458,85.127
45.343,39.627,84.970
43.034,41.795,84.829
40.749,43.957,84.705
38.496,46.109,84.605
36.282,48.250,84.532
34.114,50.378,84.492
31.999,52.492,84.491
29.942,54.591,84.533
27.943,56.651,84.595
25.994,58.662,84.656
24.100,60.618,84.718
22.267,62.511,84.779
20.502,64.338,84.840
18.808,66.093,84.901
17.192,67.770,84.962
15.657,69.365,85.022
14.207,70.875,85.082
12.848,72.294,85.142
11.581,73.621,85.201
10.409,74.851,85.260
9.335,75.982,85.318
8.361,77.014,85.375
7.486,77.945,85.430
6.711,78.774,85.485
6.034,79.503,85.537
5.454,80.133,85.588
4.968,80.668,85.636
4.571,81.110,85.681
4.259,81.465,85.723
4.025,81.737,85.762
3.865,81.933,85.799
3.775,82.058,85.833
3.751,82.115,85.866
3.792,82.107,85.898
3.899,82.033,85.932
4.078,81.890,85.968
4.332,81.675,86.007
4.668,81.382,86.050
5.090,81.005,86.095
5.605,80.538,86.143
6.216,79.977,86.194
6.927,79.319,86.247
7.741,78.561,86.301
8.657,77.701,86.358
9.678,76.738,86.416
10.801,75.673,86.474
12.027,74.507,86.534
13.353,73.241,86.594
14.777,71.878,86.655
16.296,70.420,86.716
17.906,68.872,86.778
19.604,67.237,86.841
21.384,65.519,86.903
23.243,63.723,86.966
25.174,61.854,87.029
27.174,59.918,87.092
29.235,57.920,87.155
31.352,55.867,87.219
33.519,53.763,87.282
35.730,51.617,87.346
37.977,49.433,87.410
40.254,47.220,87.474
42.554,44.984,87.538
44.871,42.731,87.602
47.196,40.470,87.666
49.524,38.207,87.731
51.846,35.949,87.795
54.157,33.703,87.860
56.447,31.477,87.924
58.711,29.277,87.989
60.942,27.112,88.053
63.132,24.987,88.118
65.274,22.909,88.183
67.362,20.885,88.248
69.390,18.923,88.313
71.351,17.027,88.377
73.238,15.205,88.442
75.045,13.461,88.506
76.764,11.804,88.568
78.389,10.237,88.626
79.914,8.767,88.681
81.332,7.399,88.730
82.638,6.137,88.775
83.826,4.987,88.813
84.892,3.953,88.845
85.832,3.037,88.869
86.641,2.245,88.886
87.317,1.579,88.896
87.856,1.040,88.896
88.256,0.632,88.889
88.516,0.356,88.872
88.634,0.213,88.847
88.609,0.203,88.812
88.442,0.326,88.768
88.133,0.582,88.715
87.682,0.970,88.652
87.092,1.487,88.579
86.365,2.132,88.497
85.503,2.903,88.405
84.509,3.795,88.304
83.388,4.806,88.194
82.143,5.931,88.074
80.780,7.166,87.946
79.303,8.506,87.808
77.718,9.945,87.663
76.031,11.479,87.510
74.248,13.101,87.349
72.377,14.805,87.181
70.423,16.584,87.008
68.396,18.432,86.828
66.302,20.343,86.644
64.149,22.308,86.457
61.945,24.322,86.267
59.698,26.378,86.076
57.417,28.468,85.885
55.110,30.586,85.696
52.785,32.726,85.511
50.451,34.882,85.332
48.115,37.046,85.162
45.787,39.215,85.003
43.474,41.384,84.858
41.183,43.547,84.731
38.924,45.702,84.626
36.702,47.846,84.547
34.524,49.976,84.501
32.398,52.093,84.491
30.330,54.196,84.526
28.323,56.265,84.588
26.363,58.286,84.649
24.458,60.253,84.711
22.613,62.159,84.772
20.834,63.999,84.833
19.126,65.768,84.894
17.495,67.460,84.955
15.944,69.072,85.015
14.478,70.598,85.075
13.100,72.035,85.135
11.815,73.379,85.195
10.626,74.628,85.253
9.533,75.779,85.311
8.539,76.829,85.369
7.645,77.779,85.425
6.851,78.628,85.479
6.156,79.376,85.532
5.558,80.025,85.583
5.054,80.578,85.632
4.640,81.037,85.677
4.312,81.408,85.720
4.064,81.696,85.760
3.890,81.906,85.797
3.787,82.044,85.831
3.750,82.114,85.864
3.779,82.118,85.897
3.874,82.057,85.930
4.038,81.928,85.966
4.278,81.727,86.004
4.597,81.449,86.046
5.003,81.088,86.091
5.500,80.639,86.138
6.092,80.096,86.189
6.784,79.457,86.241
7.578,78.718,86.296
8.475,77.877,86.352
9.475,76.934,86.409
10.580,75.888,86.468
11.786,74.741,86.527
13.093,73.494,86.587
14.499,72.149,86.648
16.000,70.709,86.710
17.593,69.178,86.771
19.274,67.559,86.833
21.040,65.856,86.896
22.884,64.075,86.959
24.802,62.220,87.022
26.789,60.296,87.085
28.839,58.309,87.148
30.946,56.265,87.211
33.104,54.171,87.275
35.307,52.032,87.339
37.548,49.855,87.403
39.820,47.647,87.467
42.117,45.414,87.531
44.431,43.164,87.595
46.755,40.904,87.659
49.083,38.640,87.723
51.407,36.380,87.788
53.720,34.132,87.852
56.015,31.901,87.917
58.285,29.696,87.981
60.523,27.523,88.046
62.721,25.390,88.111
64.873,23.302,88.175
66.972,21.268,88.240
69.012,19.293,88.305
70.986,17.384,88.370
72.888,15.547,88.435
74.711,13.788,88.499
76.447,12.114,88.561
78.091,10.529,88.620
79.635,9.040,88.675
81.074,7.652,88.726
82.402,6.370,88.771
83.613,5.198,88.811
84.703,4.141,88.844
85.667,3.203,88.870
86.501,2.387,88.888
87.203,1.696,88.899
87.768,1.133,88.901
88.195,0.700,88.895
88.481,0.399,88.880
88.626,0.230,88.857
88.629,0.195,88.824
88.488,0.293,88.781
88.206,0.524,88.730
87.782,0.886,88.668
87.219,1.379,88.598
86.517,2.000,88.517
85.681,2.747,88.427
84.712,3.616,88.328
83.614,4.605,88.219
82.393,5.708,88.101
81.051,6.923,87.974
79.595,8.243,87.839
78.030,9.664,87.695
76.362,11.181,87.543
74.597,12.786,87.383
72.742,14.475,87.217
70.803,16.241,87.044
68.789,18.076,86.866
66.707,19.975,86.682
64.564,21.931,86.496
62.369,23.937,86.306
60.130,25.985,86.115
57.855,28.069,85.924
55.552,30.182,85.734
53.230,32.319,85.548
50.896,34.471,85.368
48.561,36.635,85.195
46.230,38.803,85.034
43.913,40.972,84.886
41.618,43.137,84.755
39.351,45.294,84.645
37.122,47.440,84.561
34.935,49.573,84.508
32.799,51.692,84.491
30.719,53.798,84.517
28.702,55.876,84.578
26.733,57.906,84.639
24.817,59.884,84.701
22.960,61.802,84.762
21.168,63.655,84.823
19.447,65.438,84.884
17.800,67.145,84.945
16.233,68.772,85.006
14.751,70.315,85.066
13.356,71.770,85.126
12.053,73.132,85.185
10.845,74.399,85.244
9.734,75.569,85.302
8.721,76.639,85.360
7.808,77.608,85.416
6.995,78.476,85.471
6.281,79.243,85.524
5.665,79.911,85.576
5.143,80.482,85.625
4.712,80.959,85.671
4.368,81.346,85.714
4.105,81.649,85.755
3.918,81.874,85.792
3.802,82.025,85.827
3.752,82.108,85.860
3.768,82.124,85.892
3.850,82.076,85.926
4.001,81.960,85.961
4.226,81.773,85.999
4.530,81.510,86.040
4.918,81.165,86.084
5.398,80.733,86.131
5.972,80.209,86.181
6.645,79.588,86.233
7.419,78.868,86.287
8.296,78.047,86.343
9.277,77.123,86.400
10.361,76.097,86.458
11.549,74.969,86.518
12.837,73.741,86.578
14.224,72.415,86.638
15.707,70.993,86.700
17.283,69.478,86.761
18.948,67.876,86.823
20.697,66.189,86.886
22.527,64.422,86.949
24.431,62.580,87.011
26.406,60.669,87.075
28.444,58.694,87.138
30.541,56.660,87.201
32.690,54.575,87.265
34.885,52.444,87.329
37.119,50.274,87.392
39.386,48.071,87.456
41.678,45.842,87.520
43.990,43.595,87.585
46.313,41.336,87.649
48.641,39.072,87.713
50.966,36.811,87.777
53.282,34.560,87.842
55.581,32.325,87.906
57.856,30.115,87.971
60.100,27.935,88.036
62.307,25.794,88.100
64.468,23.697,88.165
66.578,21.652,88.230
68.630,19.665,88.295
70.617,17.743,88.360
72.533,15.891,88.425
74.371,14.117,88.489
76.125,12.426,88.551
77.787,10.824,88.611
79.350,9.317,88.667
80.810,7.909,88.718
82.159,6.606,88.765
83.393,5.413,88.805
84.506,4.333,88.839
85.494,3.372,88.867
86.354,2.533,88.886
87.081,1.818,88.899
87.672,1.231,88.903
88.125,0.773,88.898
88.439,0.446,88.885
88.610,0.252,88.863
88.640,0.192,88.832
88.527,0.264,88.791
88.271,0.470,88.741
87.874,0.807,88.681
87.337,1.275,88.612
86.662,1.872,88.534
85.850,2.595,88.446
84.906,3.441,88.348
83.833,4.408,88.241
82.635,5.490,88.125
81.316,6.683,87.999
79.881,7.984,87.865
78.336,9.386,87.723
76.687,10.885,87.572
74.940,12.474,87.414
73.101,14.147,87.249
71.178,15.899,87.077
69.178,17.722,86.900
67.108,19.609,86.717
64.976,21.555,86.531
62.791,23.551,86.342
60.559,25.592,86.151
58.290,27.669,85.959
55.992,29.778,85.769
53.672,31.910,85.583
51.341,34.060,85.401
49.005,36.222,85.227
46.672,38.390,85.062
44.352,40.559,84.911
42.052,42.725,84.777
39.780,44.883,84.663
37.542,47.031,84.573
35.347,49.167,84.514
33.201,51.288,84.489
31.110,53.397,84.507
29.081,55.482,84.563
27.102,57.522,84.624
25.176,59.510,84.686
23.307,61.440,84.747
21.503,63.306,84.808
19.767,65.102,84.869
18.106,66.824,84.930
16.524,68.467,84.991
15.025,70.026,85.051
13.614,71.498,85.111
12.293,72.877,85.171
11.067,74.163,85.230
9.937,75.351,85.288
8.906,76.440,85.346
7.974,77.428,85.402
7.142,78.316,85.457
6.409,79.102,85.511
5.774,79.788,85.563
5.235,80.377,85.612
4.787,80.872,85.659
4.427,81.276,85.703
4.149,81.595,85.744
3.948,81.834,85.782
3.818,81.998,85.817
3.756,82.094,85.850
3.760,82.123,85.883
3.829,82.086,85.916
3.967,81.984,85.951
4.177,81.811,85.988
4.466,81.563,86.028
4.838,81.234,86.072
5.299,80.819,86.118
5.855,80.313,86.168
6.509,79.711,86.219
7.264,79.010,86.273
8.121,78.208,86.329
9.082,77.303,86.386
10.147,76.297,86.444
11.315,75.188,86.503
12.584,73.979,86.563
13.953,72.671,86.623
15.418,71.267,86.685
16.976,69.770,86.746
18.624,68.184,86.808
20.358,66.513,86.871
22.173,64.761,86.933
24.063,62.933,86.996
26.025,61.034,87.059
28.051,59.071,87.122
30.137,57.048,87.186
32.277,54.972,87.249
34.463,52.850,87.313
36.690,50.686,87.377
38.951,48.489,87.441
41.239,46.265,87.505
43.548,44.021,87.569
45.869,41.764,87.633
48.197,39.501,87.697
50.523,37.239,87.762
52.841,34.985,87.826
55.144,32.747,87.891
57.424,30.531,87.955
59.674,28.345,88.020
61.888,26.196,88.084
64.059,24.090,88.149
66.179,22.035,88.214
68.242,20.037,88.279
70.242,18.102,88.344
72.172,16.237,88.409
74.026,14.448,88.473
75.796,12.740,88.536
77.475,11.121,88.596
79.058,9.595,88.653
80.537,8.168,88.705
81.908,6.845,88.753
83.164,5.630,88.794
84.300,4.529,88.830
85.313,3.546,88.858
86.197,2.683,88.880
86.949,1.944,88.893
87.567,1.332,88.899
88.046,0.850,88.896
88.386,0.498,88.884
88.585,0.279,88.864
88.642,0.193,88.835
88.556,0.240,88.796
88.327,0.420,88.748
87.957,0.733,88.690
87.446,1.176,88.623
86.797,1.749,88.546
86.011,2.448,88.459
85.092,3.271,88.364
84.044,4.215,88.258
82.869,5.275,88.144
81.572,6.448,88.020
80.159,7.728,87.888
78.635,9.112,87.747
77.005,10.593,87.598
75.276,12.165,87.441
73.455,13.823,87.277
71.547,15.560,87.107
69.561,17.369,86.930
67.504,19.245,86.749
65.383,21.180,86.563
63.208,23.167,86.375
60.984,25.200,86.184
58.722,27.271,85.993
56.428,29.374,85.802
54.113,31.502,85.615
51.783,33.649,85.432
49.447,35.809,85.256
47.114,37.976,85.090
44.791,40.145,84.936
42.486,42.312,84.798
40.208,44.472,84.680
37.964,46.622,84.586
35.760,48.760,84.520
33.604,50.884,84.488
31.502,52.995,84.497
29.461,55.087,84.548
27.473,57.136,84.610
25.536,59.135,84.671
23.657,61.076,84.732
21.839,62.954,84.793
20.091,64.764,84.854
18.415,66.500,84.915
16.817,68.159,84.976
15.303,69.734,85.036
13.874,71.222,85.097
12.536,72.620,85.156
11.292,73.923,85.215
10.144,75.130,85.274
9.094,76.238,85.331
8.143,77.245,85.388
7.292,78.152,85.444
6.540,78.957,85.498
5.887,79.663,85.550
5.330,80.270,85.600
4.865,80.782,85.647
4.489,81.203,85.692
4.196,81.537,85.733
3.981,81.791,85.771
3.838,81.969,85.807
3.763,82.078,85.841
3.754,82.119,85.873
3.811,82.095,85.906
3.935,82.005,85.941
4.132,81.846,85.977
4.405,81.613,86.017
4.760,81.300,86.060
5.205,80.902,86.106
5.742,80.413,86.155
6.377,79.829,86.206
7.112,79.147,86.260
7.950,78.365,86.315
8.891,77.480,86.372
9.937,76.493,86.429
11.085,75.404,86.488
12.335,74.213,86.548
13.685,72.924,86.609
15.132,71.538,86.670
16.673,70.059,86.731
18.304,68.489,86.793
20.022,66.834,86.855
21.821,65.097,86.918
23.698,63.283,86.981
25.646,61.398,87.044
27.661,59.447,87.107
29.736,57.435,87.170
31.865,55.369,87.234
34.043,53.254,87.298
36.263,51.098,87.361
38.518,48.907,87.425
40.801,46.688,87.489
43.106,44.447,87.553
45.426,42.192,87.618
47.752,39.929,87.682
50.079,37.667,87.746
52.400,35.411,87.811
54.706,33.169,87.875
56.991,30.949,87.940
59.247,28.757,88.004
61.469,26.600,88.069
63.648,24.486,88.134
65.778,22.420,88.198
67.852,20.411,88.263
69.865,18.464,88.328
71.808,16.585,88.393
73.677,14.781,88.458
75.463,13.058,88.521
77.161,11.421,88.582
78.762,9.877,88.639
80.262,8.431,88.693
81.653,7.088,88.741
82.931,5.852,88.784
84.091,4.729,88.820
85.127,3.723,88.850
86.036,2.837,88.873
86.814,2.075,88.888
87.457,1.439,88.895
87.963,0.931,88.894
88.330,0.555,88.884
88.555,0.310,88.866
88.639,0.199,88.838
88.580,0.221,88.801
88.379,0.376,88.755
88.036,0.663,88.699
87.552,1.082,88.633
86.929,1.630,88.559
86.169,2.305,88.474
85.275,3.105,88.380
84.251,4.026,88.277
83.100,5.064,88.164
81.826,6.216,88.042
80.435,7.477,87.911
78.931,8.841,87.772
77.321,10.303,87.625
75.611,11.859,87.469
73.806,13.501,87.307
71.915,15.223,87.138
69.943,17.019,86.962
67.899,18.883,86.782
65.790,20.807,86.597
63.624,22.785,86.409
61.409,24.809,86.218
59.154,26.874,86.027
56.866,28.971,85.837
54.554,31.095,85.648
52.226,33.239,85.465
49.891,35.397,85.287
47.556,37.563,85.119
45.231,39.732,84.963
42.922,41.899,84.822
40.639,44.061,84.700
38.387,46.213,84.601
36.175,48.354,84.529
34.010,50.481,84.491
31.897,52.594,84.492
29.844,54.692,84.536
27.847,56.750,84.597
25.901,58.758,84.659
24.010,60.711,84.720
22.180,62.601,84.781
20.418,64.425,84.842
18.728,66.175,84.903
17.115,67.849,84.964
15.584,69.440,85.025
14.139,70.945,85.085
12.784,72.361,85.144
11.522,73.682,85.204
10.355,74.907,85.262
9.286,76.034,85.320
8.316,77.061,85.377
7.446,77.987,85.433
6.676,78.811,85.487
6.004,79.536,85.539
5.429,80.161,85.590
4.947,80.691,85.638
4.554,81.129,85.683
4.246,81.479,85.725
4.016,81.748,85.764
3.860,81.940,85.800
3.772,82.062,85.834
3.751,82.116,85.867
3.795,82.104,85.900
3.906,82.027,85.934
4.088,81.881,85.970
4.346,81.663,86.009
4.686,81.365,86.051
5.113,80.984,86.097
5.632,80.513,86.145
6.248,79.947,86.196
6.964,79.284,86.249
7.783,78.521,86.304
8.704,77.656,86.360
9.730,76.688,86.418
10.858,75.618,86.477
12.089,74.447,86.536
13.420,73.176,86.597
14.849,71.809,86.658
16.372,70.347,86.719
17.987,68.794,86.781
19.688,67.155,86.843
21.472,65.433,86.906
23.335,63.634,86.968
25.270,61.762,87.031
27.272,59.822,87.095
29.336,57.822,87.158
31.456,55.765,87.221
33.625,53.660,87.285
35.838,51.511,87.349
38.086,49.326,87.413
40.365,47.112,87.477
42.666,44.875,87.541
44.983,42.622,87.605
47.309,40.360,87.669
49.637,38.097,87.733
51.959,35.839,87.798
54.268,33.594,87.862
56.557,31.369,87.927
58.820,29.171,87.991
61.049,27.007,88.056
63.236,24.884,88.121
65.376,22.809,88.185
67.462,20.789,88.250
69.486,18.829,88.315
71.443,16.937,88.380
73.327,15.118,88.445
75.130,13.379,88.509
76.845,11.726,88.570
78.465,10.164,88.628
79.984,8.698,88.683
81.397,7.335,88.732
82.697,6.079,88.776
83.880,4.934,88.814
84.940,3.905,88.845
85.873,2.996,88.870
86.676,2.210,88.886
87.345,1.550,88.895
87.878,1.018,88.895
88.271,0.616,88.887
88.524,0.346,88.870
88.635,0.210,88.845
88.603,0.206,88.809
88.429,0.336,88.765
88.113,0.598,88.711
87.656,0.992,88.647
87.059,1.515,88.574
86.325,2.167,88.492
85.457,2.943,88.400
84.457,3.841,88.298
83.329,4.858,88.187
82.079,5.988,88.067
80.710,7.228,87.938
79.227,8.573,87.801
77.637,10.018,87.655
75.945,11.556,87.501
74.158,13.182,87.340
72.283,14.889,87.172
70.326,16.672,86.998
68.295,18.523,86.818
66.198,20.437,86.634
64.042,22.405,86.447
61.836,24.421,86.257
59.587,26.478,86.066
57.305,28.570,85.875
54.997,30.689,85.686
52.671,32.830,85.501
50.337,34.986,85.323
48.002,37.151,85.153
45.674,39.320,84.994
43.362,41.488,84.850
41.073,43.651,84.724
38.814,45.806,84.620
36.594,47.949,84.543
34.419,50.078,84.498
32.296,52.194,84.491
30.231,54.296,84.528
28.226,56.364,84.589
26.269,58.382,84.651
24.366,60.345,84.712
22.525,62.248,84.773
20.749,64.085,84.834
19.045,65.850,84.895
17.417,67.539,84.956
15.870,69.146,85.017
14.408,70.668,85.077
13.036,72.101,85.137
11.755,73.441,85.196
10.570,74.685,85.255
9.482,75.830,85.313
8.493,76.876,85.370
7.604,77.821,85.426
6.815,78.665,85.480
6.125,79.409,85.533
5.531,80.053,85.584
5.032,80.601,85.632
4.622,81.056,85.678
4.298,81.423,85.721
4.054,81.706,85.760
3.884,81.913,85.797
3.784,82.047,85.831
3.750,82.114,85.864
3.782,82.115,85.897
3.880,82.051,85.930
4.048,81.918,85.966
4.291,81.714,86.005
4.615,81.432,86.046
5.025,81.067,86.091
5.526,80.613,86.139
6.123,80.066,86.189
6.820,79.422,86.242
7.619,78.678,86.297
8.521,77.832,86.353
9.527,76.884,86.410
10.636,75.833,86.469
11.847,74.681,86.528
13.159,73.429,86.589
14.570,72.080,86.650
16.075,70.636,86.711
17.673,69.100,86.773
19.358,67.477,86.835
21.127,65.770,86.897
22.975,63.985,86.960
24.896,62.127,87.023
26.887,60.200,87.086
28.939,58.210,87.149
31.049,56.164,87.213
33.210,54.067,87.277
35.414,51.926,87.340
37.657,49.747,87.404
39.930,47.538,87.468
42.228,45.304,87.532
44.543,43.054,87.596
46.867,40.793,87.661
49.195,38.530,87.725
51.519,36.270,87.789
53.831,34.022,87.854
56.125,31.793,87.918
58.394,29.589,87.983
60.629,27.418,88.047
62.825,25.287,88.112
64.975,23.202,88.177
67.072,21.170,88.242
69.108,19.198,88.307
71.079,17.293,88.371
72.977,15.459,88.436
74.796,13.705,88.500
76.528,12.034,88.562
78.167,10.454,88.621
79.706,8.970,88.676
81.140,7.587,88.727
82.462,6.310,88.772
83.667,5.144,88.811
84.751,4.092,88.844
85.709,3.160,88.869
86.537,2.350,88.887
87.232,1.666,88.898
87.791,1.109,88.900
88.211,0.683,88.893
88.490,0.388,88.878
88.628,0.225,88.854
88.624,0.197,88.821
88.477,0.301,88.778
88.188,0.538,88.726
87.757,0.907,88.664
87.187,1.406,88.593
86.479,2.033,88.512
85.636,2.786,88.421
84.661,3.661,88.322
83.557,4.655,88.212
82.330,5.765,88.094
80.983,6.984,87.967
79.521,8.310,87.831
77.951,9.735,87.687
76.278,11.256,87.534
74.508,12.866,87.374
72.649,14.559,87.208
70.707,16.328,87.035
68.689,18.167,86.856
66.604,20.069,86.673
64.459,22.027,86.486
62.262,24.035,86.296
60.020,26.085,86.105
57.744,28.170,85.914
55.440,30.285,85.725
53.117,32.422,85.539
50.783,34.576,85.359
48.447,36.740,85.187
46.117,38.908,85.026
43.802,41.077,84.879
41.507,43.241,84.749
39.243,45.398,84.640
37.015,47.543,84.558
34.831,49.676,84.506
32.697,51.794,84.491
30.620,53.899,84.520
28.606,55.975,84.581
26.639,58.003,84.642
24.726,59.978,84.704
22.872,61.893,84.765
21.083,63.743,84.826
19.365,65.522,84.887
17.722,67.226,84.948
16.159,68.849,85.009
14.681,70.388,85.069
13.291,71.838,85.129
11.993,73.196,85.188
10.789,74.458,85.247
9.682,75.623,85.305
8.675,76.688,85.363
7.766,77.652,85.419
6.958,78.516,85.474
6.249,79.278,85.527
5.637,79.941,85.578
5.120,80.507,85.627
4.694,80.979,85.673
4.354,81.363,85.716
4.095,81.662,85.757
3.911,81.883,85.794
3.798,82.031,85.828
3.751,82.110,85.861
3.771,82.124,85.894
3.856,82.072,85.928
4.010,81.952,85.963
4.239,81.762,86.001
4.547,81.495,86.042
4.940,81.147,86.086
5.423,80.710,86.133
6.002,80.181,86.183
6.680,79.556,86.236
7.459,78.831,86.290
8.341,78.005,86.346
9.327,77.076,86.403
10.416,76.045,86.461
11.609,74.912,86.521
12.902,73.679,86.581
14.294,72.348,86.642
15.781,70.921,86.703
17.362,69.403,86.765
19.031,67.796,86.827
20.784,66.105,86.889
22.617,64.334,86.952
24.525,62.489,87.015
26.503,60.575,87.078
28.544,58.597,87.141
30.644,56.561,87.205
32.795,54.473,87.268
34.992,52.340,87.332
37.228,50.168,87.396
39.496,47.963,87.460
41.790,45.734,87.524
44.102,43.486,87.588
46.425,41.227,87.652
48.753,38.963,87.716
51.078,36.702,87.781
53.394,34.451,87.845
55.692,32.218,87.910
57.966,30.009,87.974
60.208,27.831,88.039
